city,weekofyear,ndvi_ne,ndvi_nw,ndvi_se,ndvi_sw,ndvi_ce,precipitation_amt_mm,precipitation_ground_mm,reanalysis_avg_temp_k,reanalysis_dew_point_temp_k,reanalysis_precip_amt_kg_per_m2,reanalysis_relative_humidity_percent,reanalysis_sat_precip_amt_mm,reanalysis_tdtr_k,station_avg_temp_c,station_diur_temp_rng_c,station_max_temp_c,station_min_temp_c,station_precip_mm,total_cases,precip_composite,precip_composite_lag1,reanalysis_air_temp_k_lag1,reanalysis_relative_humidity_percent_lag1,precip_composite_lag2,reanalysis_air_temp_k_lag2,reanalysis_relative_humidity_percent_lag2,precip_composite_lag3,reanalysis_air_temp_k_lag3,reanalysis_relative_humidity_percent_lag3,precip_composite_lag4,reanalysis_air_temp_k_lag4,reanalysis_relative_humidity_percent_lag4,precip_temp_interaction,weekofyear_sin,weekofyear_cos,week_temp_interaction,week_humidity_interaction,ndvi_ce_log,temp_binned_low,temp_binned_optimal,temp_binned_high,humidity_precip_interaction,temp_binned_low.1,temp_binned_optimal.1,temp_binned_high.1,temp_binned_low.2,temp_binned_optimal.2,temp_binned_high.2
sj,35.0,0.4467046379170056,0.4038461538461538,0.3483309143686497,0.4358974358974358,1.3307755671788954,27.7,152.36,0.4461538461538511,296.06,28.9,0.0,27.7,2.43,0.7828084617593568,6.83,0.5031446540880505,0.847222222222222,3.1,59,90.03,122.235,0.3884393063583955,0.35345581802274606,92.885,0.2638888888889113,0.43478260869565233,90.965,0.5138888888888937,0.08648648648648774,70.935,0.1759259259259233,0.3752860411899316,34496.64734,-0.6468190268978958,-0.33947681331380014,-0.6405964583497847,-36.64806934737163,0.6005737761600466,1,0,0,7099.7658,1,0,0,1,0,0
sj,36.0,0.5117982099267697,0.673076923076923,0.1741654571843248,0.2051282051282051,1.5387667652325427,61.55,196.6,0.4461538461538511,296.18,34.36,0.0,61.55,2.2,0.8708720206757924,7.49,0.7547169811320752,0.9166666666666664,6.5,67,129.075,90.03,0.6566473988439457,0.0,122.235,0.3888888888889025,0.3584738243123327,92.885,0.2638888888889113,0.4414414414414418,90.965,0.5138888888888937,0.0878718535469122,46842.66935,-0.6830223960375109,-0.2590362268988867,-0.6764515415906001,-28.084707053768845,1.902030814429318,1,0,0,10222.74,1,0,0,1,0,0
sj,37.0,0.4955248169243286,0.5961538461538461,0.5224963715529747,0.4102564102564102,1.548505483536058,21.34,146.57,0.2410256410256268,295.94,87.2,0.0,21.34,2.03,0.7368622571073039,6.54,0.5031446540880505,0.847222222222222,23.6,65,83.955,129.075,0.6751445086705359,0.0,90.03,0.6574074074074217,0.0,122.235,0.3888888888889025,0.3639639639639633,92.885,0.2638888888889113,0.44851258581235814,32670.86973,-0.7092657606104089,-0.17481830899700357,-0.6285011288431398,-19.128501046504493,1.958571822104053,1,0,0,6710.52315,1,0,0,1,0,0
sj,38.0,0.3816110659072416,0.3846153846153846,0.3483309143686497,0.282051282051282,1.5587079503302168,41.32,190.86,0.3999999999999883,296.11,32.6,0.0,41.32,2.34,0.7579209342394948,7.09,0.5717552887364203,0.847222222222222,28.9,74,116.09,83.955,0.49942196531793714,0.0,129.075,0.6759259259259409,0.0,90.03,0.6574074074074217,0.0,122.235,0.3888888888889025,0.36979405034324936,43796.48004,-0.725166433266207,-0.08805114649339613,-0.7011803756123373,-9.586282180705885,2.017425132173951,1,0,0,9232.6377,1,0,0,1,0,0
sj,39.0,0.5280716029292107,0.5192307692307693,0.4063860667634248,0.4102564102564102,1.4130909242681315,95.55,234.04,0.0461538461538332,296.28,116.79,0.5923344947735204,95.55,2.04,0.6468842729970324,7.24,0.5717552887364203,0.763888888888889,60.9,70,164.795,116.09,0.615028901734122,0.0,83.955,0.5000000000000175,0.0,129.075,0.6759259259259409,0.0,90.03,0.6574074074074217,0.0,57611.22996999999,-0.7304925463923871,-8.358571441854761e-18,-0.5749643027129968,-1.5375440563295022e-14,1.138451373921898,1,0,0,13793.3415,1,0,0,1,0,0
sj,40.0,0.6257119609438567,0.5,0.2902757619738748,0.1025641025641025,1.2748938740563436,97.7,219.24,0.2153846153845955,296.13,34.2,0.17421602787456397,97.7,2.3,0.7253757059442901,7.23,0.6289308176100624,0.763888888888889,22.6,61,158.47,164.795,0.29595375722546174,0.5949256342957139,116.09,0.6157407407407579,0.0,83.955,0.5000000000000175,0.0,129.075,0.6759259259259409,0.0,54763.94436,-0.725166433266207,0.08805114649339614,-0.6331413095151803,9.799632104757777,0.2161129794360067,1,0,0,12883.611,1,0,0,1,0,0
sj,41.0,0.5280716029292107,0.4615384615384615,0.3483309143686497,0.358974358974359,1.3750635480353577,23.1,130.41,0.5333333333333174,296.42,19.4,0.0,23.1,3.26,0.9015028237771612,7.8,0.8233276157804458,0.847222222222222,0.0,53,76.755,158.47,0.4485549132948095,0.17497812773403257,164.795,0.2962962962963242,0.6033717834960082,116.09,0.6157407407407579,0.0,83.955,0.5000000000000175,0.0,29491.61859,-0.7092657606104089,0.1748183089970035,-0.7338674945609599,19.083031070289824,0.8939723007867282,1,0,0,6120.443699999999,1,0,0,1,0,0
sj,42.0,0.8535394629780308,0.6346153846153846,0.3773584905660373,0.3333333333333333,1.0898582262895538,18.95,177.1,0.4820512820512835,295.89,11.3,0.0,18.95,2.97,0.9531923040107212,7.11,0.6289308176100624,1.0,8.0,76,98.025,76.755,0.7491329479768796,0.0,158.47,0.4490740740740854,0.17746228926353097,164.795,0.2962962962963242,0.6126126126126141,116.09,0.6157407407407579,0.0,38912.05859999999,-0.6830223960375109,0.2590362268988867,-0.688912491040952,27.598898358520543,-1.1892668594543987,1,0,0,7629.28575,1,0,0,1,0,0
sj,43.0,0.2676973148901546,0.3076923076923077,0.1161103047895499,0.1538461538461538,1.1276537282770058,12.18,132.14,0.3179487179487218,295.65,21.5,0.0,12.18,2.51,0.8574710443189435,7.46,0.5717552887364203,0.847222222222222,11.9,61,72.16,98.025,0.6797687861271792,0.0,76.755,0.75,0.0,158.47,0.4490740740740854,0.18018018018017976,164.795,0.2962962962963242,0.6224256292906205,28831.1772,-0.6468190268978963,0.33947681331379964,-0.5984519545109837,36.19264063876865,-0.883738564292856,1,0,0,5619.8208,1,0,0,1,0,0
sj,44.0,0.4955248169243286,0.5,0.1741654571843248,0.1538461538461538,1.2083459656489894,80.58,191.74,0.28205128205126,295.81,25.0,0.0,80.58,3.03,0.8593854695127793,7.29,0.6289308176100624,0.847222222222222,18.6,57,136.16,72.16,0.554913294797708,0.0,98.025,0.6805555555555662,0.0,76.755,0.75,0.0,158.47,0.4490740740740854,0.18306636155606393,47485.9216,-0.6011835798365084,0.4149670633553879,-0.5452610858276872,44.82598916455542,-0.2643445138264073,1,0,0,10744.3856,1,0,0,1,0,0
sj,45.0,0.4467046379170056,0.4807692307692307,0.4644412191581997,0.5128205128205129,1.4944787843760805,64.0,146.34,0.2871794871794896,296.27,27.7,0.1306620209059229,64.0,2.07,0.8057815640853836,7.7,0.6289308176100624,0.6111111111111109,14.2,44,105.17,136.16,0.5317919075144746,0.0,72.16,0.555555555555575,0.0,98.025,0.6805555555555662,0.0,76.755,0.75,0.0,36468.28878,-0.5467815224335785,0.48440615918880725,-0.4973445999271164,53.74609145041645,1.6403062985632204,1,0,0,8524.0285,1,0,0,1,0,0
sj,46.0,0.4955248169243286,0.5192307692307693,0.0870827285921624,0.0512820512820512,1.259822048110427,40.06,111.17,-0.0410256410256625,295.07,31.72,0.0,40.06,2.41,0.6430554226093614,6.84,0.445969125214408,0.6944444444444445,161.0,34,75.61500000000001,105.17,0.5364161849711176,0.13123359580052438,136.16,0.5324074074074304,0.0,72.16,0.555555555555575,0.0,98.025,0.6805555555555662,0.0,26864.85648,-0.4844061591888074,0.5467815224335785,-0.3598095337432205,59.139834212998686,0.1095326828016243,1,0,0,5974.341150000001,1,0,0,1,0,0
sj,47.0,0.4304312449145647,0.3653846153846153,0.2031930333817124,0.0256410256410256,1.2823138499066409,43.44,124.9,-0.512820512820516,294.65,49.97,0.0,43.44,1.83,0.48032928113334,7.0,0.3773584905660377,0.6111111111111109,26.1,47,84.17,75.61500000000001,0.18034682080927694,0.0,105.17,0.5370370370370559,0.13309671694764816,136.16,0.5324074074074304,0.0,72.16,0.555555555555575,0.0,29971.83308,-0.41496706335538863,0.601183579836508,-0.2087320249768961,66.05268507662487,0.2681213122275724,1,0,0,6755.484200000001,1,0,0,1,0,0
sj,48.0,0.4629780309194466,0.4423076923076923,0.2902757619738748,0.1794871794871794,1.4490314322930091,47.42,172.77,-0.2820512820512897,296.04,128.1,0.9216027874564441,47.42,2.0,0.6162534698956637,6.77,0.5717552887364203,0.763888888888889,46.3,60,110.095,84.17,-0.14335260115606135,0.0,75.61500000000001,0.1805555555555838,0.0,105.17,0.5370370370370559,0.13513513513513487,136.16,0.5324074074074304,0.0,40368.3789,-0.3394768133137998,0.6468190268978964,-0.2105742312164072,75.78618123565825,1.36354027114279,1,0,0,9423.03105,1,0,0,1,0,0
sj,49.0,0.4792514239218876,0.3846153846153846,0.3483309143686497,0.2564102564102564,1.6605007440264834,53.73,176.12,-0.3794871794871866,295.25,54.8,0.4094076655052278,53.73,1.93,0.4688427299703262,7.24,0.3773584905660377,0.6111111111111109,62.6,60,114.925,110.095,0.00462427745666066,0.9256342957130331,84.17,-0.1435185185185103,0.0,75.61500000000001,0.1805555555555838,0.0,105.17,0.5370370370370559,0.13729977116704795,41606.21938,-0.2590362268988869,0.683022396037511,-0.1478504907421536,77.27909245794953,2.5843792799071093,1,0,0,9498.55125,1,0,0,1,0,0
sj,50.0,0.3816110659072416,0.4615384615384615,0.4063860667634248,0.4358974358974358,1.3973234755862496,86.28,203.1,-0.1948717948717939,294.65,19.23,0.0,86.28,2.11,0.5224466353977218,7.19,0.3773584905660377,0.6111111111111109,9.4,53,144.69,114.925,-0.08786127167630814,0.411198600174979,110.095,0.0046296296296429,0.9387755102040793,84.17,-0.1435185185185103,0.0,75.61500000000001,0.1805555555555838,0.0,50202.77142,-0.17481830899700385,0.7092657606104091,-0.1161837113628333,76.03445372263414,1.0378900806855018,1,0,0,11330.6739,1,0,0,1,0,0
sj,51.0,0.5117982099267697,0.3846153846153846,0.3773584905660373,0.358974358974359,1.353499243220431,0.0,62.12,-0.4000000000000178,293.83,24.94,0.0,0.0,2.64,0.48032928113334,8.39,0.5031446540880505,0.5416666666666665,47.5,36,31.06,144.69,0.036994219653197984,0.0,114.925,-0.0879629629629704,0.4170363797693002,110.095,0.0046296296296429,0.9531531531531515,84.17,-0.1435185185185103,0.0,12970.84236,-0.08805114649339642,0.7251664332662071,-0.0493391456542495,76.10106228835681,0.7523127759346719,1,0,0,2381.0596,1,0,0,1,0,0
sj,52.0,0.2839707078925955,0.3846153846153846,0.0870827285921624,0.0512820512820512,1.4112359303055573,0.0,55.71,-0.9948717948717998,292.8,23.8,0.0,0.0,1.93,0.3310041160141667,6.49,0.1829616923956544,0.5416666666666665,5.5,31,27.855,31.06,-0.16647398843927735,0.0,144.69,0.0370370370370558,0.0,114.925,-0.0879629629629704,0.4234234234234248,110.095,0.0046296296296429,0.968421052631579,11588.73849,3.524164827820677e-16,0.7304925463923873,1.2124066049918344e-16,76.76,1.1266790328426084,1,0,0,2138.1498,1,0,0,1,0,0
sj,52.0,0.5117982099267697,0.4807692307692307,0.4063860667634248,0.358974358974359,1.422134019835681,38.34,56.98,0.0,295.64,27.24,0.0,38.34,2.86,0.6181678950894994,7.3,0.5717552887364203,0.6111111111111109,23.85,30,47.66,27.855,-0.6843930635838048,0.0,31.06,-0.1666666666666374,0.0,144.69,0.0370370370370558,0.0,114.925,-0.0879629629629704,0.4302059496567529,15347.026199999998,3.524164827820677e-16,0.7304925463923873,3.588233689521264e-16,80.3,1.1956211249726372,1,0,0,3827.098,1,0,0,1,0,0
sj,1.0,0.3490642799023596,0.3269230769230769,0.0580551523947749,0.0,1.2380258690501786,46.79,117.3,-0.8923076923077025,294.15,41.9,0.27526132404181175,46.79,1.9,0.3233464152388247,6.5,0.3201829616923957,0.5416666666666665,28.0,32,82.045,47.66,0.0,0.0,27.855,-0.6851851851851741,0.0,31.06,-0.1666666666666374,0.0,144.69,0.0370370370370558,0.0,28600.84809,0.08805114649339575,0.7251664332662071,0.0273086434086312,81.28300261114866,-0.0468759164333199,1,0,0,6717.844599999999,1,0,0,1,0,0
sj,2.0,0.3490642799023596,0.3269230769230769,0.2031930333817124,0.1538461538461538,1.191882894231142,0.0,61.83,-1.0000000000000295,293.07,27.5,0.0,0.0,1.71,0.0610701636833539,7.04,0.057175528873642,0.388888888888889,23.5,28,30.915,82.045,-0.545664739884369,0.2764654418197722,47.66,0.0,0.0,27.855,-0.6851851851851741,0.0,31.06,-0.1666666666666374,0.0,12868.73973,0.17481830899700354,0.7092657606104091,0.0446509949551261,74.89845179624565,-0.387286506633325,1,0,0,2384.7831,1,0,0,1,0,0
sj,3.0,0.5117982099267697,0.4615384615384615,0.4934687953555872,0.4358974358974358,1.1480586618653237,0.0,86.15,-0.8512820512820694,293.08,11.2,0.0,0.0,2.2,0.1299894706614336,7.13,0.251572327044025,0.3055555555555554,6.6,33,43.075,30.915,-0.6104046242774437,0.0,82.045,-0.5462962962962716,0.28039041703637946,47.66,0.0,0.0,27.855,-0.6851851851851741,0.0,17934.707,0.2590362268988865,0.683022396037511,0.0857397823025261,71.97755036192324,-0.7230205050347317,1,0,0,3315.913500000001,1,0,0,1,0,0
sj,4.0,0.4141578519121237,0.3653846153846153,0.2031930333817124,0.2564102564102564,1.2897338257569384,0.0,66.69,-1.1076923076923273,292.84,21.8,0.0,0.0,2.09,0.0419259117449981,6.1,0.1257861635220123,0.3055555555555554,15.2,33,33.345,43.075,-0.5780346820809239,0.0,30.915,-0.6111111111110975,0.0,82.045,-0.5462962962962716,0.28468468468468466,47.66,0.0,0.0,13863.45051,0.33947681331379975,0.6468190268978964,0.0681269571582479,68.94160615735892,0.319829570705371,1,0,0,2596.2417,1,0,0,1,0,0
sj,5.0,0.3816110659072416,0.2884615384615384,0.0870827285921624,0.1025641025641025,1.3875847572827344,75.97,149.65,-0.8205128205128372,294.03,26.3,0.0540069686411152,75.97,2.09,0.4765004307456689,7.64,0.445969125214408,0.2222222222222219,9.4,35,112.81,33.345,-0.7768786127167385,0.0,43.075,-0.578703703703702,0.0,30.915,-0.6111111111110975,0.0,82.045,-0.5462962962962716,0.28924485125858174,37960.24052,0.41496706335538824,0.601183579836508,0.1438412400099832,66.34072942968764,0.9752102356541992,1,0,0,9093.6141,1,0,0,1,0,0
sj,6.0,0.7396257119609438,0.3653846153846153,0.4063860667634248,0.3846153846153846,1.4564514081433064,0.0,47.38,-1.2769230769230893,292.87,14.3,0.0,0.0,2.34,0.2391117067100601,6.74,0.251572327044025,0.388888888888889,2.1,22,23.69,112.81,-0.4763005780346687,0.05424321959755046,33.345,-0.7777777777777525,0.0,43.075,-0.578703703703702,0.0,30.915,-0.6111111111110975,0.0,9836.703939999998,0.484406159188807,0.5467815224335786,0.0555495420515852,59.753613026499,1.4093144276295226,1,0,0,1891.1727,1,0,0,1,0,0
sj,7.0,0.4792514239218876,0.576923076923077,0.5224963715529747,0.4615384615384615,1.2892700772662948,14.71,45.38,-0.6769230769230776,293.34,7.2,0.0,14.71,2.49,0.3999234229922465,8.1,0.445969125214408,0.388888888888889,2.8,13,30.045,23.69,-0.952601156069355,0.0,112.81,-0.4768518518518378,0.055013309671694904,33.345,-0.7777777777777525,0.0,43.075,-0.578703703703702,0.0,10772.65904,0.5467815224335782,0.48440615918880736,0.2294340418001897,50.74877703516807,0.3166065303495681,1,0,0,2299.34385,1,0,0,1,0,0
sj,8.0,0.5117982099267697,0.5,0.6095791001451372,0.5384615384615385,1.1647536075284926,0.0,23.2,-1.2410256410256568,292.3,21.5,0.0,0.0,2.77,0.29080118694362,7.3,0.5031446540880505,0.388888888888889,5.5,13,11.6,30.045,-0.41156069364161146,0.0,23.69,-0.9537037037036932,0.0,112.81,-0.4768518518518378,0.05585585585585606,33.345,-0.7777777777777525,0.0,4819.5448,0.6011835798365077,0.41496706335538874,0.0799089522333673,43.2978949958487,-0.5936344714243721,1,0,0,884.1519999999999,1,0,0,1,0,0
sj,9.0,0.5768917819365338,0.5,0.2902757619738748,0.2307692307692307,1.3725129313368178,0.0,37.42,-1.0512820512820635,291.91,1.8,0.0,0.0,2.8,0.265913659423758,8.16,0.251572327044025,0.4583333333333335,2.3,21,18.71,11.6,-0.8693641618497074,0.0,30.045,-0.4120370370370295,0.0,23.69,-0.9537037037036932,0.0,112.81,-0.4768518518518378,0.056750572082380144,7779.87994,0.646819026897896,0.33947681331380003,0.1483486535125805,34.03167788876518,0.8773331651347174,1,0,0,1370.1333000000002,1,0,0,1,0,0
sj,10.0,0.4467046379170056,0.6538461538461537,0.4063860667634248,0.5128205128205129,1.1835354213995577,0.0,42.69,-1.3589743589743846,290.98650000000004,2.7,0.0,0.0,2.49,0.1376471714367757,7.61,0.1829616923956544,0.2222222222222219,2.5,17,21.345,18.71,-0.7583815028901658,0.0,11.6,-0.8703703703703658,0.0,30.045,-0.4120370370370295,0.0,23.69,-0.9537037037036932,0.0,8858.21769,0.6830223960375107,0.2590362268988867,0.0498437978014076,25.05283526955514,-0.4502736525693495,1,0,0,1508.02425,1,0,0,1,0,0
sj,11.0,0.2351505288852725,0.173076923076923,0.3193033381712623,0.3076923076923077,1.3386592915198363,9.68,28.35,-0.6564102564102756,293.69,10.5,0.0,9.68,2.69,0.526275485785393,8.47,0.6289308176100624,0.4583333333333335,0.5,11,19.015,21.345,-1.026589595375716,0.0,18.71,-0.7592592592592509,0.0,11.6,-0.8703703703703658,0.0,30.045,-0.4120370370370295,0.0,6776.01714,0.7092657606104088,0.17481830899700404,0.3050079007621098,18.613972368286262,0.6535094681580851,1,0,0,1478.9867000000002,1,0,0,1,0,0
sj,12.0,0.3490642799023596,0.4423076923076923,0.3773584905660373,0.3846153846153846,1.291125071228869,27.0,48.07,-0.8307692307692384,293.22,13.0,0.0,27.0,2.26,0.3750358954723845,7.53,0.3773584905660377,0.388888888888889,12.8,8,37.535,19.015,-0.36531791907512706,0.0,21.345,-1.02777777777777,0.0,18.71,-0.7592592592592509,0.0,11.6,-0.8703703703703658,0.0,12424.08491,0.7251664332662068,0.088051146493396,0.2475866016313121,9.263243877621573,0.3294917429176739,1,0,0,2884.5647499999995,1,0,0,1,0,0
sj,13.0,0.4955248169243286,0.4230769230769231,0.2322206095790999,0.1794871794871794,1.176579194039904,0.0,8.22,-0.948717948717966,293.81,20.27,0.08710801393728199,0.0,2.14,0.5186177850100508,7.63,0.5717552887364203,0.6111111111111109,4.1,8,4.11,37.535,-0.49017341040461576,0.0,19.015,-0.3657407407407229,0.0,21.345,-1.02777777777777,0.0,18.71,-0.7592592592592509,0.0,1710.89436,0.7304925463923869,8.358571441854761e-18,0.2056163731556394,-1.2993631009387223e-14,-0.5031032328584193,1,0,0,332.088,1,0,0,1,0,0
sj,14.0,0.5117982099267697,0.3269230769230769,0.3773584905660373,0.4102564102564102,1.4207427743637506,7.49,18.04,-0.7179487179487399,293.75,14.2,0.0,7.49,2.36,0.5779649660189528,7.71,0.5717552887364203,0.4583333333333335,4.6,6,12.765,4.11,-0.6057803468208006,0.0874890638670162,37.535,-0.4907407407407316,0.0,19.015,-0.3657407407407229,0.0,21.345,-1.02777777777777,0.0,4429.031249999999,0.7251664332662068,-0.08805114649339567,0.289166030912901,-9.469361600858166,1.1868494811418238,1,0,0,1002.8184,1,0,0,1,0,0
sj,15.0,0.2676973148901546,0.2884615384615384,0.0290275761973875,0.0769230769230769,1.4455533186131824,19.74,31.87,-0.6615384615384762,294.07,23.2,0.0,19.74,3.06,0.5530774384990907,7.79,0.6289308176100624,0.6111111111111109,11.7,6,25.805,12.765,-0.4161849710982547,0.0,4.11,-0.6064814814814721,0.08873114463176549,37.535,-0.4907407407407316,0.0,19.015,-0.3657407407407229,0.0,8413.12031,0.7092657606104088,-0.17481830899700343,0.3031593680302199,-18.89636485214554,1.3420028876748218,1,0,0,2037.5628,1,0,0,1,0,0
sj,16.0,0.4304312449145647,0.4038461538461538,0.2031930333817124,0.2051282051282051,1.2897338257569384,114.85,124.63,-0.7948717948718055,294.07,63.49,0.16898954703832852,114.85,2.77,0.3233464152388247,7.44,0.3773584905660377,0.5416666666666665,8.4,7,119.74,25.805,-0.29595375722542666,0.0,12.765,-0.416666666666655,0.0,4.11,-0.6064814814814721,0.0900900900900898,37.535,-0.4907407407407316,0.0,36208.21087999999,0.6830223960375107,-0.2590362268988864,0.2456587177355322,-28.818739169946856,0.319829570705371,1,0,0,9731.269799999998,1,0,0,1,0,0
sj,17.0,0.5117982099267697,0.4230769230769231,0.2031930333817124,0.2051282051282051,1.2681695209420116,33.35,62.28,-0.3076923076923215,295.19,34.3,0.2369337979094078,33.35,2.47,0.6334832966401835,8.39,0.5717552887364203,0.6111111111111109,28.3,12,47.815,119.74,-0.51791907514451,0.16972878390201318,25.805,-0.2962962962962892,0.0,12.765,-0.416666666666655,0.0,4.11,-0.6064814814814721,0.09153318077803196,16004.722589999998,0.646819026897896,-0.33947681331379975,0.3927867757776274,-37.949294229094136,0.1687183026582034,1,0,0,3904.5729,1,0,0,1,0,0
sj,18.0,0.4304312449145647,0.3653846153846153,0.2612481857764873,0.2051282051282051,1.1911872714951768,37.35,69.49,-0.5641025641025792,295.26,40.7,0.6585365853658539,37.35,1.86,0.5281899109792287,6.27,0.5031446540880505,0.6111111111111109,114.3,17,53.42,47.815,-0.02774566473987656,0.2379702537182852,119.74,-0.5185185185185192,0.17213842058562648,25.805,-0.2962962962962892,0.0,12.765,-0.416666666666655,0.0,17843.681199999995,0.6011835798365077,-0.4149670633553882,0.2867321227197326,-47.76288390515556,-0.3925185601770661,1,0,0,4491.5536,1,0,0,1,0,0
sj,19.0,0.4141578519121237,0.3461538461538461,0.1451378809869374,0.1538461538461538,1.1547830149796554,34.9,48.75,-0.8205128205128372,294.85,142.4,0.7351916376306618,34.9,2.5,0.4382119268689574,6.0,0.3773584905660377,0.6944444444444445,18.3,10,41.825,53.42,-0.2312138728323695,0.6614173228346454,47.815,-0.0277777777777699,0.2413487133984029,119.74,-0.5185185185185192,0.1747747747747759,25.805,-0.2962962962962892,0.0,13274.59365,0.5467815224335784,-0.484406159188807,0.1895324693131964,-56.04712707451199,-0.6706818095417549,1,0,0,3535.049,1,0,0,1,0,0
sj,20.0,0.5931651749389747,0.4230769230769231,0.3483309143686497,0.358974358974359,1.4008015892660766,14.84,36.25,-0.292307692307691,295.32,55.67,0.372822299651568,14.84,2.21,0.7751507609840148,7.23,0.6975414522584331,0.763888888888889,4.6,10,25.545,41.825,-0.45317919075143515,0.7384076990376193,53.42,-0.2314814814814808,0.6708074534161491,47.815,-0.0277777777777699,0.24504504504504532,119.74,-0.5185185185185192,0.17757437070938356,8906.342200000001,0.484406159188807,-0.5467815224335785,0.2979475437312333,-61.70722607922558,1.0601699225153651,1,0,0,2105.9298,1,0,0,1,0,0
sj,21.0,0.3327908868999186,0.4423076923076923,0.0,0.0256410256410256,1.2479964615990158,78.17,118.0,0.0461538461538332,296.68,100.2,0.8885017421602807,78.17,2.27,0.9110749497463392,7.23,0.6975414522584331,0.763888888888889,32.1,18,98.085,25.545,-0.0231213872832159,0.3744531933508308,41.825,-0.4537037037036933,0.7488908606921023,53.42,-0.2314814814814808,0.6810810810810816,47.815,-0.0277777777777699,0.2489702517162478,31747.42736,0.41496706335538824,-0.6011835798365078,0.3266169510001141,-70.28282214731826,0.0250116035352303,1,0,0,8376.459,1,0,0,1,0,0
sj,22.0,0.3002441008950366,0.3461538461538461,0.4063860667634248,0.3333333333333333,1.183071672908914,62.2,104.9,-0.1948717948717939,296.45,93.2,1.1498257839721266,62.2,1.91,0.6621996745477172,5.89,0.3773584905660377,0.6944444444444445,58.3,19,83.55000000000001,98.085,0.3283236994219816,0.8923884514435706,25.545,-0.023148148148127,0.37976929902395723,41.825,-0.4537037037036933,0.7603603603603603,53.42,-0.2314814814814808,0.6919908466819239,27520.175599999995,0.3394768133138001,-0.6468190268978957,0.2256152477318666,-76.94612862926392,-0.453785952390478,1,0,0,7260.495000000002,1,0,0,1,0,0
sj,23.0,0.4955248169243286,0.4807692307692307,0.2612481857764873,0.2564102564102564,1.2948350591540176,8.48,34.97,0.7435897435897418,296.98,20.2,0.05574912891986254,8.48,2.64,1.0,7.39,0.7547169811320752,1.0,1.3,12,21.725,83.55000000000001,0.08786127167630814,1.1548556430446197,98.085,0.3287037037037196,0.9050576752440121,25.545,-0.023148148148127,0.38558558558558564,41.825,-0.4537037037036933,0.7725400457665917,8124.735180000001,0.2590362268988866,-0.6830223960375108,0.295700981484307,-75.38100948529814,0.355206723355001,1,0,0,1751.4695000000002,1,0,0,1,0,0
sj,24.0,0.5117982099267697,0.4038461538461538,0.4644412191581997,0.4358974358974358,1.3266018307631031,30.65,77.72,-0.0153846153846308,295.74,55.5,0.2073170731707308,30.65,2.1,0.6794295012922372,6.79,0.5031446540880505,0.763888888888889,57.9,22,54.185,21.725,0.929479768786139,0.05599300087489256,83.55000000000001,0.0879629629629704,1.1712511091393087,98.085,0.3287037037037196,0.9189189189189212,25.545,-0.023148148148127,0.391762013729978,19027.54882,0.17481830899700346,-0.7092657606104089,0.1321304952753773,-79.12204870204897,0.5724218984170103,1,0,0,4415.53565,1,0,0,1,0,0
sj,25.0,0.3653376729048006,0.5192307692307693,0.3193033381712623,0.2051282051282051,1.1907235230045332,93.75,114.2,0.1025641025640969,296.29,74.0,0.4024390243902433,93.75,1.96,0.6047669187326505,6.97,0.6289308176100624,0.6111111111111109,60.4,12,103.975,54.185,0.2450867052023166,0.20822397200349843,21.725,0.9305555555555662,0.056787932564332004,83.55000000000001,0.0879629629629704,1.1891891891891908,98.085,0.3287037037037196,0.9336384439359307,32367.6288,0.08805114649339575,-0.725166433266207,0.071828616696652,-82.00768008924024,-0.3960082935843176,1,0,0,8589.374749999999,1,0,0,1,0,0
sj,26.0,0.4955248169243286,0.5384615384615385,0.4644412191581997,0.4358974358974358,1.2853282150958243,8.49,52.09,0.28205128205126,296.51,27.5,0.4407665505226488,8.49,2.0,0.8919306978079833,5.87,0.5717552887364203,1.0,7.2,21,30.290000000000003,103.975,0.4023121387283251,0.4041994750656159,54.185,0.2453703703703746,0.21118012422360152,21.725,0.9305555555555662,0.05765765765765959,83.55000000000001,0.0879629629629704,1.2082379862700268,11691.297,-3.524164827820677e-16,-0.730492546392387,-2.1308964572583323e-16,-82.83,0.2891637868574319,1,0,0,2508.9207,1,0,0,1,0,0
sj,27.0,0.4141578519121237,0.4423076923076923,0.2612481857764873,0.282051282051282,1.1401749375243826,37.28,75.67,0.1743589743589625,296.03,72.8,0.14808362369338168,37.28,1.89,0.7770651861778499,6.84,0.5717552887364203,0.9166666666666664,21.0,18,56.475,30.290000000000003,0.4855491329479726,0.44269466316710454,103.975,0.4027777777777787,0.409937888198757,54.185,0.2453703703703746,0.2144144144144135,21.725,0.9305555555555662,0.05858123569794261,19218.31421,-0.08805114649339582,-0.725166433266207,-0.0750413982741376,-80.55832513305708,-0.7847749211112249,1,0,0,4582.946250000001,1,0,0,1,0,0
