city,weekofyear,ndvi_ne,ndvi_nw,ndvi_se,ndvi_sw,ndvi_ce,precipitation_amt_mm,precipitation_ground_mm,reanalysis_avg_temp_k,reanalysis_dew_point_temp_k,reanalysis_precip_amt_kg_per_m2,reanalysis_relative_humidity_percent,reanalysis_sat_precip_amt_mm,reanalysis_tdtr_k,station_avg_temp_c,station_diur_temp_rng_c,station_max_temp_c,station_min_temp_c,station_precip_mm,total_cases,precip_composite,precip_composite_lag1,reanalysis_air_temp_k_lag1,reanalysis_relative_humidity_percent_lag1,precip_composite_lag2,reanalysis_air_temp_k_lag2,reanalysis_relative_humidity_percent_lag2,precip_composite_lag3,reanalysis_air_temp_k_lag3,reanalysis_relative_humidity_percent_lag3,precip_composite_lag4,reanalysis_air_temp_k_lag4,reanalysis_relative_humidity_percent_lag4,precip_temp_interaction,weekofyear_sin,weekofyear_cos,week_temp_interaction,week_humidity_interaction
sj,43.0,0.1375101708706265,0.0769230769230769,0.2612481857764873,0.3076923076923077,0.3880647369705506,17.37,90.3,0.7805806758686363,296.72,7.1,80.73,17.37,2.64,0.9302192016846942,7.39,0.6975414522584331,0.9166666666666664,6.6,35,53.835,30.9,299.8,79.96,59.53,299.96,81.26,52.035,300.02,79.18,86.36,300.32,82.64,20549.563139999995,-0.8854560256532101,0.464723172043768,-0.6911698629563393,37.51710167909339
sj,44.0,0.3165174938974776,0.2884615384615384,0.3483309143686497,0.2564102564102564,0.2825619553491354,16.06,78.02,0.5673488814850062,295.72,65.2,81.13,16.06,2.09,0.5473341629175839,6.1,0.3773584905660377,0.5416666666666665,28.9,33,47.04,53.835,300.34,80.73,30.9,299.8,79.96,59.53,299.96,81.26,52.035,300.02,79.18,17785.025999999998,-0.822983865893657,0.5680647467311548,-0.46691897579497266,46.087092902298586
sj,45.0,0.2026037428803905,0.2307692307692307,0.1741654571843248,0.2307692307692307,0.265171386950001,51.59,116.9,0.5483103284150458,296.26,59.22,84.11,51.59,2.04,0.509045659040873,6.29,0.3773584905660377,0.6111111111111109,35.6,30,84.245,47.04,299.25,81.13,53.835,300.34,80.73,30.9,299.8,79.96,59.53,299.96,81.26,29111.33519,-0.7485107481711011,0.6631226582407952,-0.4104161741518881,55.77524678463328
sj,46.0,0.2514239218877135,0.4230769230769231,0.0580551523947749,0.1282051282051282,0.3753116534778521,34.32,99.63,0.3522132317943811,295.27,203.96500000000023,83.64,34.32,1.8,0.3788647458600555,6.03,0.251572327044025,0.6111111111111109,25.0,29,66.975,84.245,299.17,84.11,47.04,299.25,81.13,53.835,300.34,80.73,30.9,299.8,79.96,23871.035249999997,-0.6631226582407955,0.7485107481711009,-0.23356057453507145,62.60543897703088
sj,47.0,0.5117982099267697,0.3269230769230769,0.0,0.0256410256410256,0.2392014714739603,42.76,103.62,0.4188481675392695,295.44,113.55,83.4,42.76,1.7,0.3233464152388247,5.6,0.1829616923956544,0.6111111111111109,88.3,31,73.19,66.975,298.25,83.64,84.245,299.17,84.11,47.04,299.25,81.13,53.835,300.34,80.73,25478.84976,-0.5680647467311559,0.8229838658936564,-0.2379328782120039,68.63685441553095
sj,48.0,0.5117982099267697,0.4423076923076923,0.2902757619738748,0.2307692307692307,0.1763635509917548,65.18,121.95,0.3921941932413185,295.67,49.0,86.07,65.18,2.04,0.2735713601991,4.8355,0.057175528873642,0.6944444444444445,39.5,29,93.565,73.19,298.48,83.4,66.975,298.25,83.64,84.245,299.17,84.11,47.04,299.25,81.13,31286.8458,-0.46472317204376834,0.88545602565321,-0.1822617295402522,76.21120012797178
sj,49.0,0.1049633848657445,0.2307692307692307,0.5805515239477497,0.4615384615384615,0.4534532741512959,0.0,41.07,0.2513089005235617,292.94,20.57,75.29,0.0,1.9,0.1587058485689673,5.06,0.057175528873642,0.5416666666666665,19.6,22,20.535,93.565,298.2,86.07,73.19,298.48,83.4,66.975,298.25,83.64,84.245,299.17,84.11,8556.852359999999,-0.35460488704253595,0.9350162426854147,-0.0891153642829415,70.39737291178488
sj,50.0,0.5117982099267697,0.3461538461538461,0.2902757619738748,0.3333333333333333,0.2454620760976487,0.0,52.52,0.3084245597334646,292.66,3.8,73.25,0.0,2.76,0.1185029194984206,6.57,0.251572327044025,0.388888888888889,3.1,27,26.26,20.535,297.64,75.29,93.565,298.2,86.07,73.19,298.48,83.4,66.975,298.25,83.64,10949.42212,-0.2393156642875578,0.970941817426052,-0.07381082839521164,71.1214881264583
sj,51.0,0.5117982099267697,0.5576923076923077,0.3193033381712623,0.3333333333333333,0.3247630679977015,0.0,52.01,0.0780580675868582,292.79,40.7,79.37,0.0,1.83,0.1491337225997894,4.8355,0.1257861635220123,0.4583333333333335,25.4,24,26.005,26.26,297.83,73.25,20.535,297.64,75.29,93.565,298.2,86.07,73.19,298.48,83.4,10799.772479999998,-0.12053668025532363,0.992708874098054,-0.009408860334065568,78.79130333716255
sj,52.0,0.3327908868999186,0.2884615384615384,0.2902757619738748,0.2564102564102564,0.2586789080809908,0.0,47.56,0.1427891480247517,291.42,3.93,71.06,0.0,2.49,0.0629845888771897,5.79,0.0,0.2222222222222219,4.0,26,23.78,26.005,296.64,79.37,26.26,297.83,73.25,20.535,297.64,75.29,93.565,298.2,86.07,9888.72276,6.432490598706546e-16,1.0,9.184898522665327e-17,71.06
sj,1.0,0.5443449959316518,0.4615384615384615,0.4354136429608122,0.3076923076923077,0.2044203346756915,0.0,59.07,0.6587339362208507,295.01,3.24,75.68,0.0,2.36,0.4688427299703262,7.71,0.445969125214408,0.5416666666666665,0.5,29,29.535,23.78,297.03,71.06,26.005,296.64,79.37,26.26,297.83,73.25,20.535,297.64,75.29,12391.46832,0.12053668025532305,0.992708874098054,0.07940160184358305,75.12820759174073
sj,2.0,0.5117982099267697,0.5961538461538461,0.6095791001451372,0.2307692307692307,0.406614676596294,0.0,52.13,0.2037125178486445,293.56,24.14,80.3,0.0,2.37,0.0936153919785586,5.64,0.0,0.4583333333333335,29.0,22,26.065,29.535,299.68,75.68,23.78,297.03,71.06,26.005,296.64,79.37,26.26,297.83,73.25,10844.76029,0.23931566428755774,0.970941817426052,0.04875159653263932,77.96662793931198
sj,3.0,0.0561432058584214,0.3076923076923077,0.4644412191581997,0.4358974358974358,0.3722972882886687,0.0,77.16,0.2475011899095718,292.8,7.79,74.94,0.0,2.24,0.0400114865511629,6.66,0.1257861635220123,0.2222222222222219,0.6,33,38.58,26.065,297.19,80.3,29.535,299.68,75.68,23.78,297.03,71.06,26.005,296.64,79.37,16072.350839999996,0.3546048870425356,0.9350162426854148,0.08776513149077686,70.07011722684499
sj,4.0,0.3816110659072416,0.3846153846153846,0.3193033381712623,0.358974358974359,0.2783882189333431,6.65,50.55,0.2627320323655423,293.79,23.5,80.09,6.65,3.14,0.1376471714367757,6.43,0.1257861635220123,0.4583333333333335,2.0,24,28.599999999999998,38.58,297.57,74.94,26.065,297.19,80.3,29.535,299.68,75.68,23.78,297.03,71.06,11120.1762,0.4647231720437685,0.8854560256532099,0.12209766347842088,70.91617309456558
sj,5.0,0.3816110659072416,0.3461538461538461,0.1451378809869374,0.1282051282051282,0.1323074443806143,66.05,123.4,0.0913850547358337,293.53,81.3,82.39,66.05,1.83,0.0859576912032159,4.8355,0.057175528873642,0.4583333333333335,58.9,30,94.725,28.599999999999998,297.49,80.09,38.58,297.57,74.94,26.065,297.19,80.3,29.535,299.68,75.68,31512.3043,0.5680647467311558,0.8229838658936564,0.05191262797352419,67.80564071097835
sj,6.0,0.3653376729048006,0.3076923076923077,0.2322206095790999,0.1794871794871794,0.1935222451455674,53.52,90.83,0.1999048072346546,292.58,14.3,75.08,53.52,2.07,0.0,6.1,0.0,0.2222222222222219,49.5,20,72.175,94.725,296.74,82.39,28.599999999999998,297.49,80.09,38.58,297.57,74.94,26.065,297.19,80.3,23673.69099,0.6631226582407952,0.7485107481711011,0.1325614071685579,56.198186972686266
sj,7.0,0.3816110659072416,0.5,0.3483309143686497,0.3076923076923077,0.338675522717009,24.98,52.67,0.1770585435506934,293.64,50.58,80.95,24.98,1.7,0.0744711400402028,5.7,0.0,0.4583333333333335,25.4,17,38.825,72.175,297.27,75.08,94.725,296.74,82.39,28.599999999999998,297.49,80.09,38.58,297.57,74.94,13181.13456,0.7485107481711011,0.6631226582407953,0.132530222903215,53.679779184592384
sj,8.0,0.3490642799023596,0.4038461538461538,0.2612481857764873,0.3333333333333333,0.1499298870250705,0.0,45.94,0.2570204664445466,293.22,15.14,76.71,0.0,2.06,0.0974442423662296,6.27,0.057175528873642,0.4583333333333335,22.9,24,22.97,38.825,297.12,80.95,72.175,297.27,75.08,94.725,296.74,82.39,28.599999999999998,297.49,80.09,9569.899219999998,0.8229838658936564,0.5680647467311559,0.21152369708832378,43.57624672174697
sj,9.0,0.5117982099267697,0.3461538461538461,0.2902757619738748,0.282051282051282,0.3630223184757971,0.0,50.52,0.1903855306996689,292.47,15.1,74.63,0.0,2.17,0.055326888101847,5.54,0.0,0.4583333333333335,30.0,28,25.26,22.97,297.59,76.71,38.825,297.12,80.95,72.175,297.27,75.08,94.725,296.74,82.39,10512.302639999998,0.8854560256532099,0.4647231720437686,0.168578015355206,34.68229032962645
sj,10.0,0.5117982099267697,0.4807692307692307,0.4934687953555872,0.5641025641025642,0.3224443255444835,0.0,33.18,0.1960970966206538,292.41,9.5,74.26,0.0,2.21,0.0744711400402028,4.99,0.0,0.4583333333333335,15.5,18,16.59,25.26,297.26,74.63,22.97,297.59,76.71,38.825,297.12,80.95,72.175,297.27,75.08,6904.85754,0.9350162426854148,0.35460488704253557,0.18335397048376248,26.332958911778693
sj,11.0,0.5117982099267697,0.4230769230769231,0.3193033381712623,0.2564102564102564,0.001606888520079977,0.0,24.65,0.188481675392674,292.5,14.3,75.37,0.0,2.16,0.034268210969656,5.79,0.0,0.4583333333333335,13.8,13,12.325,16.59,297.29,74.26,25.26,297.26,74.63,22.97,297.59,76.71,38.825,297.12,80.95,5127.150699999999,0.970941817426052,0.23931566428755804,0.18300474045727008,18.03722161735325
sj,12.0,0.5280716029292107,0.5,0.5805515239477497,0.5128205128205129,0.3076043738438889,0.0,16.76,0.1637315564017179,292.77,17.92,76.9,0.0,1.9,0.1070163683354068,6.59,0.1257861635220123,0.4583333333333335,15.2,9,8.38,12.325,297.14,75.37,16.59,297.29,74.26,25.26,297.26,74.63,22.97,297.59,76.71,3485.34256,0.992708874098054,0.120536680255323,0.1625377690098714,9.26927071163434
sj,13.0,0.4792514239218876,0.4615384615384615,0.4354136429608122,0.4358974358974358,0.2533458004385897,0.0,26.89,0.297001427891484,292.76,7.0,74.12,0.0,3.44,0.2161386043840333,8.07,0.3773584905660377,0.388888888888889,1.5,14,13.445,8.38,297.08,76.9,12.325,297.14,75.37,16.59,297.29,74.26,25.26,297.26,74.63,5603.983560000001,1.0,-1.6081226496766366e-16,0.297001427891484,-1.1919405079403231e-14
sj,14.0,0.5117982099267697,0.4807692307692307,0.4063860667634248,0.358974358974359,0.0383983750252887,0.0,7.54,0.2855782960495034,292.78,5.9,74.21,0.0,2.69,0.1740212501196514,7.46,0.1829616923956544,0.388888888888889,2.9,11,3.77,13.445,297.72,74.12,8.38,297.08,76.9,12.325,297.14,75.37,16.59,297.29,74.26,1571.20782,0.992708874098054,-0.1205366802553229,0.2834961087381433,-8.945027041747512
sj,15.0,0.3978844589096826,0.3846153846153846,0.4644412191581997,0.3846153846153846,0.1731173115572497,6.65,36.0,0.0533079485959021,291.84,18.73,74.85,6.65,2.39,0.2257107303532112,5.61,0.3773584905660377,0.5416666666666665,0.6,11,21.325,3.77,297.69,74.21,13.445,297.72,74.12,8.38,297.08,76.9,12.325,297.14,75.37,8066.037,0.9709418174260521,-0.23931566428755752,0.051758916492959745,-17.91277747192368
sj,16.0,0.3490642799023596,0.3461538461538461,0.4354136429608122,0.4871794871794871,0.2018697179771518,0.0,39.89,0.2094240837696293,291.67,7.5,71.56,0.0,2.79,0.3290896908203309,7.93,0.445969125214408,0.3055555555555554,0.8,19,19.945,21.325,296.6,74.85,3.77,297.69,74.21,13.445,297.72,74.12,8.38,297.08,76.9,8298.15714,0.9350162426854149,-0.35460488704253545,0.19581491993411437,-25.37552571676384
sj,17.0,0.3653376729048006,0.2884615384615384,0.4063860667634248,0.4358974358974358,0.2899819311994328,0.0,28.01,0.5121370775821091,294.1,16.2,75.42,0.0,3.84,0.6679429501292241,9.61,0.7547169811320752,0.4583333333333335,0.0,10,14.005,19.945,297.18,71.56,21.325,296.6,74.85,3.77,297.69,74.21,13.445,297.72,74.12,5858.963739999999,0.8854560256532099,-0.4647231720437685,0.45347486130550396,-35.04942163554102
sj,18.0,0.3002441008950366,0.2692307692307693,0.4063860667634248,0.358974358974359,0.2621570217608177,5.73,24.07,0.5768681580199918,294.82,4.0,76.95,5.73,3.46,0.6870872020675792,8.27,0.6975414522584331,0.6944444444444445,0.5,8,14.9,14.005,298.82,75.42,19.945,297.18,71.56,21.325,296.6,74.85,3.77,297.69,74.21,5555.5456,0.8229838658936566,-0.5680647467311556,0.47475318679824563,-43.71258226096242
sj,19.0,0.2026037428803905,0.3076923076923077,0.3193033381712623,0.2051282051282051,0.2461576988336141,0.0,14.09,0.599714421703953,294.73,1.5,75.88,0.0,2.7,0.7177180051689481,8.43,0.6975414522584331,0.763888888888889,0.3,8,7.045,14.9,299.2,76.95,14.005,298.82,75.42,19.945,297.18,71.56,21.325,296.6,74.85,2952.48905,0.7485107481711013,-0.663122658240795,0.4488926904786252,-50.31774730731152
sj,20.0,0.4629780309194466,0.3846153846153846,0.1741654571843248,0.2051282051282051,0.2853444462929969,33.03,51.02,0.5007139457401285,294.8,27.3,78.54,33.03,2.54,0.6487986981908683,8.67,0.5717552887364203,0.6111111111111109,12.6,9,42.025000000000006,7.045,299.35,75.88,14.9,299.2,76.95,14.005,298.82,75.42,19.945,297.18,71.56,13634.43355,0.6631226582407952,-0.7485107481711012,0.3320347627174313,-58.78803416135829
sj,21.0,0.4304312449145647,0.4615384615384615,0.2902757619738748,0.1282051282051282,0.3263861877149541,0.0,1.86,0.5768681580199918,294.66,10.1,75.98,0.0,2.43,0.6526275485785393,7.09,0.5031446540880505,0.847222222222222,12.9,3,0.93,42.025000000000006,298.85,78.54,7.045,299.35,75.88,14.9,299.2,76.95,14.005,298.82,75.42,389.61048000000005,0.5680647467311558,-0.8229838658936564,0.327698464082895,-62.53031413060001
sj,22.0,0.3327908868999186,0.3653846153846153,0.4354136429608122,0.2564102564102564,0.2827938295944572,64.1,81.17,0.5863874345549774,295.26,10.5,78.71,64.1,2.67,0.5990236431511436,7.03,0.445969125214408,0.6944444444444445,30.5,7,72.63499999999999,0.93,299.24,75.98,42.025000000000006,298.85,78.54,7.045,299.35,75.88,14.9,299.2,76.95,22759.94472,0.46472317204376906,-0.8854560256532096,0.27250782863299716,-69.69424377916413
sj,23.0,0.3978844589096826,0.4230769230769231,0.3483309143686497,0.282051282051282,0.001606888520079977,118.35,148.8,0.5102332222751141,295.98,41.7,83.49,118.35,1.97,0.5913659423758016,7.07,0.5717552887364203,0.6111111111111109,31.3,14,133.575,72.63499999999999,299.28,78.71,0.93,299.24,75.98,42.025000000000006,298.85,78.54,7.045,299.35,75.88,41759.835,0.35460488704253584,-0.9350162426854147,0.18093119415021594,-78.06450610180526
sj,24.0,0.4955248169243286,0.4230769230769231,0.2612481857764873,0.358974358974359,0.220651531848217,0.0,11.22,0.7425035697287047,296.17,9.9,79.75,0.0,2.87,0.8459844931559304,7.0,0.5717552887364203,0.847222222222222,0.3,4,5.61,133.575,299.0,83.49,72.63499999999999,299.28,78.71,0.93,299.24,75.98,42.025000000000006,298.85,78.54,2356.2,0.23931566428755766,-0.970941817426052,0.17769273502550784,-77.43260993972766
sj,25.0,0.3165174938974776,0.3461538461538461,0.3193033381712623,0.4358974358974358,0.2447664533616833,2.43,23.65,0.8072346501665981,296.41,7.8,79.36,2.43,2.91,0.924475926103188,7.51,0.6975414522584331,0.847222222222222,0.5,9,13.04,5.61,300.0,79.75,133.575,299.0,83.49,72.63499999999999,299.28,78.71,0.93,299.24,75.98,5191.59508,0.12053668025532308,-0.992708874098054,0.09730138491814881,-78.78137624842157
sj,26.0,0.4141578519121237,0.4038461538461538,0.2031930333817124,0.2307692307692307,0.2542732974198768,34.69,62.47,0.7101380295097579,296.32,23.4,80.25,34.69,2.19,0.8574710443189435,6.69,0.5717552887364203,0.847222222222222,18.6,14,48.58,13.04,300.37,79.36,5.61,300.0,79.75,133.575,299.0,83.49,72.63499999999999,299.28,78.71,16242.96544,-3.216245299353273e-16,-1.0,-2.2839780993027547e-16,-80.25
sj,27.0,0.4629780309194466,0.4230769230769231,0.3773584905660373,0.3846153846153846,0.3361249060184693,38.84,50.53,0.7900999524036219,296.24,24.3,78.64,38.84,2.91,0.8096104144730547,6.43,0.5031446540880505,0.9166666666666664,4.1,7,44.685,48.58,300.04,80.25,13.04,300.37,79.36,5.61,300.0,79.75,133.575,299.0,83.49,14121.006899999998,-0.12053668025532283,-0.992708874098054,-0.09523602533262115,-78.06662585907097
sj,28.0,0.4467046379170056,0.3846153846153846,0.2322206095790999,0.1538461538461538,0.3138649784675772,5.87,23.27,0.814850071394578,296.42,21.3,78.62,5.87,2.43,0.924475926103188,7.54,0.6975414522584331,0.847222222222222,8.7,9,14.57,44.685,300.3,78.64,48.58,300.04,80.25,13.04,300.37,79.36,5.61,300.0,79.75,5423.844499999999,-0.23931566428755746,-0.9709418174260521,-0.19500638613055707,-76.33544568603622
sj,29.0,0.2026037428803905,0.2692307692307693,0.2902757619738748,0.3076923076923077,0.2329408668502719,24.42,37.15,0.7253688719657392,296.51,35.4,80.92,24.42,2.54,0.8478989183497655,6.74,0.5717552887364203,0.9166666666666664,40.9,3,30.785,14.57,300.49,78.62,44.685,300.3,78.64,48.58,300.04,80.25,13.04,300.37,79.36,10002.29979,-0.3546048870425356,-0.9350162426854148,-0.2572193469075824,-75.66151435810377
sj,30.0,0.0398698128559804,0.4807692307692307,0.2902757619738748,0.2564102564102564,0.2394333457192821,41.34,60.02,0.6815801999048119,296.6,73.74,82.13,41.34,1.77,0.7119747295874412,6.29,0.445969125214408,0.763888888888889,51.2,3,50.68000000000001,30.785,300.09,80.92,14.57,300.49,78.62,44.685,300.3,78.64,48.58,300.04,80.25,16322.62336,-0.46472317204376806,-0.8854560256532101,-0.31674611250198975,-72.72250338689814
sj,31.0,0.5280716029292107,0.4038461538461538,0.5515239477503622,0.358974358974359,0.190507879956384,29.9,53.42,0.732984293193719,296.22,33.6,79.45,29.9,2.74,0.6985737532305923,6.6,0.445969125214408,0.6944444444444445,16.3,14,41.66,50.68000000000001,299.96,82.13,30.785,300.09,80.92,14.57,300.49,78.62,44.685,300.3,78.64,13914.76368,-0.5680647467311556,-0.8229838658936566,-0.4163825368710051,-65.38606814525102
sj,32.0,0.4629780309194466,0.4423076923076923,0.2322206095790999,0.1538461538461538,0.2204196576028952,19.57,51.25,0.7710613993336615,296.74,28.6,81.1,19.57,2.51,0.8536421939312724,5.94,0.5031446540880505,1.0,5.2,12,35.41,41.66,300.12,79.45,50.68000000000001,299.96,82.13,30.785,300.09,80.92,14.57,300.49,78.62,12535.90634,-0.663122658240795,-0.7485107481711013,-0.5113082847930047,-60.70422167667631
sj,33.0,0.3165174938974776,0.3461538461538461,0.2322206095790999,0.282051282051282,0.0884832120147957,57.65,80.23,0.6910994764397975,296.57,42.79,82.39,57.65,2.47,0.7866373121470278,6.61,0.5717552887364203,0.847222222222222,53.4,10,68.94,35.41,300.29,81.1,41.66,300.12,79.45,50.68000000000001,299.96,82.13,30.785,300.09,80.92,22025.04704,-0.7485107481711011,-0.6631226582407952,-0.5172953861706091,-54.634675812459115
sj,34.0,0.5117982099267697,0.4615384615384615,0.3193033381712623,0.2307692307692307,0.1172356184346978,20.35,56.98,0.6549262256068609,296.66,45.7,83.28,20.35,2.03,0.8096104144730547,6.51,0.5031446540880505,0.9166666666666664,52.3,21,38.665,68.94,299.84,82.39,35.41,300.29,81.1,41.66,300.12,79.45,50.68000000000001,299.96,82.13,13786.26216,-0.8229838658936564,-0.5680647467311559,-0.5389937170250753,-47.30843210777066
sj,35.0,0.3978844589096826,0.4230769230769231,0.3773584905660373,0.4102564102564102,0.3382117742263654,94.72,150.67,0.7577344121846752,296.7,35.9,81.14,94.72,2.1,0.7292045563319611,6.44,0.5031446540880505,0.6944444444444445,50.0,26,122.695,38.665,299.76,83.28,68.94,299.84,82.39,35.41,300.29,81.1,41.66,300.12,79.45,40201.64895,-0.8854560256532096,-0.4647231720437691,-0.6709405011137134,-37.707638179631424
sj,36.0,0.4792514239218876,0.4807692307692307,0.4354136429608122,0.3076923076923077,0.3031987631827749,8.83,99.25,0.7158495954307535,296.8,35.9,82.22,8.83,2.07,0.8708720206757924,6.59,0.5717552887364203,1.0,17.0,47,54.04,122.695,300.27,81.14,38.665,299.76,83.28,68.94,299.84,82.39,35.41,300.29,81.1,21647.29736,-0.9350162426854147,-0.3546048870425359,-0.6693309990475375,-29.155613812637302
sj,37.0,0.3490642799023596,0.4038461538461538,0.4063860667634248,0.3333333333333333,0.3783260186670353,11.47,101.92,0.8300809138505593,297.41,46.4,83.16,11.47,2.59,0.9149038001340102,6.13,0.5717552887364203,0.9166666666666664,15.8,42,56.695,54.04,300.14,82.22,122.695,300.27,81.14,38.665,299.76,83.28,68.94,299.84,82.39,22476.63175,-0.970941817426052,-0.23931566428755774,-0.8059602711047401,-19.901490642153302
sj,38.0,0.2188771358828315,0.2884615384615384,0.4063860667634248,0.358974358974359,0.2967062843137646,86.14,143.73,0.8472156116135248,297.25,36.89,81.81,86.14,2.59,0.9034172489709964,6.67,0.7547169811320752,1.0,18.1,31,114.935,56.695,300.55,83.16,54.04,300.14,82.22,122.695,300.27,81.14,38.665,299.76,83.28,38021.88804,-0.992708874098054,-0.12053668025532356,-0.8410384559231564,-9.86110581168802
sj,39.0,0.4955248169243286,0.4423076923076923,0.2322206095790999,0.2307692307692307,0.3078362480892107,13.18,82.08,0.7900999524036219,296.39,39.6,78.78,13.18,2.4,0.8076959892792188,6.74,0.5031446540880505,0.847222222222222,25.4,34,47.629999999999995,114.935,300.68,81.81,56.695,300.55,83.16,54.04,300.14,82.22,122.695,300.27,81.14,18448.7922,-1.0,-1.8369701987210297e-16,-0.7900999524036219,-1.4471651225524273e-14
sj,40.0,0.4792514239218876,0.4615384615384615,0.4063860667634248,0.2307692307692307,0.4156577721638439,46.15,108.5,0.732984293193719,297.27,39.0,84.44,46.15,2.13,0.6526275485785393,6.76,0.5031446540880505,0.5416666666666665,31.2,33,77.325,47.629999999999995,300.42,78.78,114.935,300.68,81.81,56.695,300.55,83.16,54.04,300.14,82.22,26950.17335,-0.992708874098054,0.12053668025532321,-0.7276400124278948,10.178117280759492
sj,41.0,0.3002441008950366,0.4423076923076923,0.0870827285921624,0.1282051282051282,0.3031987631827749,70.29,173.21,0.8338886244645493,296.79,26.0,80.08,70.29,2.64,0.8268402412175746,7.3,0.6289308176100624,0.763888888888889,44.4,52,121.75,77.325,300.13,84.44,47.629999999999995,300.42,78.78,114.935,300.68,81.81,56.695,300.55,83.16,42779.90704,-0.9709418174260521,0.23931566428755738,-0.8096573365685201,19.164398396147593
sj,42.0,0.2676973148901546,0.4038461538461538,0.4063860667634248,0.4102564102564102,0.3815722581015405,99.33,216.78,0.5863874345549774,296.44,182.0,83.58,99.33,1.84,0.6085957691203215,6.43,0.3773584905660377,0.6944444444444445,6.3,56,158.055,121.75,300.56,80.08,77.325,300.13,84.44,47.629999999999995,300.42,78.78,114.935,300.68,81.81,54369.0966,-0.9350162426854148,0.35460488704253557,-0.5482817758155346,29.63787645901512
sj,43.0,0.5117982099267697,0.6346153846153846,0.7547169811320746,0.6153846153846153,0.6085771442715746,80.85,220.74,0.6625416468348406,296.3,27.34,82.23,80.85,3.34,0.6736862257107303,5.89,0.5717552887364203,0.847222222222222,8.7,70,150.79500000000002,158.055,299.48,83.58,121.75,300.56,80.08,77.325,300.13,84.44,47.629999999999995,300.42,78.78,53562.178530000005,-0.8854560256532101,0.464723172043768,-0.5866514934361108,38.21418643715904
sj,44.0,0.5117982099267697,0.576923076923077,0.6966618287372995,0.4102564102564102,0.5921140728537274,0.78,233.02,0.7977153736316125,296.1,7.27,77.53,0.78,2.7,0.8057815640853836,5.81,0.5717552887364203,0.9166666666666664,0.0,112,116.9,150.79500000000002,299.61,82.23,158.055,299.48,83.58,121.75,300.56,80.08,77.325,300.13,84.44,49066.47224,-0.822983865893657,0.5680647467311548,-0.6565068820741474,44.042059814066434
sj,45.0,0.4304312449145647,0.4807692307692307,0.4063860667634248,0.3333333333333333,0.4112521615027297,2.08,138.1,0.7101380295097579,295.7,9.5,77.31,2.08,2.04,0.6813439264860723,6.11,0.3773584905660377,0.847222222222222,27.1,70,70.09,116.9,300.38,77.53,150.79500000000002,299.61,82.23,158.055,299.48,83.58,121.75,300.56,80.08,29191.118819999992,-0.7485107481711011,0.6631226582407952,-0.5315459477731004,51.26601270859588
sj,46.0,0.4141578519121237,0.4807692307692307,0.2612481857764873,0.1282051282051282,0.2725913628002984,18.83,115.42,0.6530223702998659,295.35,9.0,77.16,18.83,2.24,0.6047669187326505,7.4,0.5717552887364203,0.6944444444444445,34.6,47,67.125,70.09,300.03,77.31,116.9,300.38,77.53,150.79500000000002,299.61,82.23,158.055,299.48,83.58,25906.10267,-0.6631226582407955,0.7485107481711009,-0.4330339300839522,57.75508932888214
sj,47.0,0.5117982099267697,0.0576923076923076,0.4063860667634248,0.2564102564102564,0.4564676393404792,50.55,147.98,0.6035221323179428,296.31,40.5,82.77,50.55,1.8,0.6028524935388148,6.0,0.3773584905660377,0.847222222222222,6.1,48,99.26499999999999,67.125,299.69,77.16,70.09,300.03,77.31,116.9,300.38,77.53,150.79500000000002,299.61,82.23,35564.73699,-0.5680647467311559,0.8229838658936564,-0.34283964724183935,68.11837458001793
sj,48.0,0.6582587469487388,0.5576923076923077,0.3193033381712623,0.4102564102564102,0.5144362006709271,4.76,102.34,0.6358876725368896,296.34,42.9,82.27,4.76,2.2,0.5894515171819665,5.67,0.3201829616923957,0.847222222222222,81.8,49,53.550000000000004,99.26499999999999,299.49,82.77,67.125,299.69,77.16,70.09,300.03,77.31,116.9,300.38,77.53,21892.03492,-0.46472317204376834,0.88545602565321,-0.29551173624487237,72.84646723048958
sj,49.0,0.3978844589096826,0.3846153846153846,0.8417997097242369,0.6666666666666666,0.6048671563464258,3.01,135.57,0.599714421703953,295.58,14.7,79.4,3.01,1.87,0.4765004307456689,6.61,0.445969125214408,0.763888888888889,39.9,66,69.28999999999999,53.550000000000004,299.62,82.27,99.26499999999999,299.49,82.77,67.125,299.69,77.16,70.09,300.03,77.31,28688.86692,-0.35460488704253595,0.9350162426854147,-0.21266166476611,74.24028966922194
sj,50.0,0.5117982099267697,0.173076923076923,0.4934687953555872,0.4871794871794871,0.5051612308580555,0.0,115.18,0.759638267491681,295.15,0.6,74.28,0.0,2.67,0.4937302574901889,8.26,0.5031446540880505,0.5416666666666665,0.0,56,57.59,69.28999999999999,299.46,79.4,53.550000000000004,299.62,82.27,99.26499999999999,299.49,82.77,67.125,299.69,77.16,24198.28138,-0.2393156642875578,0.970941817426052,-0.18179333660302113,72.12155819840714
sj,51.0,0.5117982099267697,0.25,0.5805515239477497,0.4615384615384615,0.51350870368964,0.0,120.72,0.6282722513089097,294.8,3.9,74.8,0.0,2.47,0.4573561788073131,7.3,0.5031446540880505,0.6111111111111109,1.5,61,60.36,57.59,300.13,74.28,69.28999999999999,299.46,79.4,53.550000000000004,299.62,82.27,99.26499999999999,299.49,82.77,25320.778559999995,-0.12053668025532363,0.992708874098054,-0.07572985146931438,74.25462378253444
