city,year,weekofyear,ndvi_ne,ndvi_nw,ndvi_se,ndvi_sw,ndvi_ce,precipitation_amt_mm,precipitation_ground_mm,reanalysis_air_temp_k,reanalysis_avg_temp_k,reanalysis_dew_point_temp_k,reanalysis_max_air_temp_k,reanalysis_min_air_temp_k,reanalysis_precip_amt_kg_per_m2,reanalysis_relative_humidity_percent,reanalysis_sat_precip_amt_mm,reanalysis_specific_humidity_g_per_kg,reanalysis_tdtr_k,station_avg_temp_c,station_diur_temp_rng_c,station_max_temp_c,station_min_temp_c,station_precip_mm,total_cases
sj,1996,19,-0.0464,-0.0384,0.0964,0.09445714,-0.34125323655785356,0.0,12.879669867153636,297.71,297.8,292.9157143,299.4,296.3,11.1,74.79285714,0.0,14.36142857,2.171428571,25.44285714,6.328571429,29.4,21.7,10.6,6
sj,1996,20,,0.07175,0.1463,0.1586429,0.4811249053887031,21.7,34.3893568543629,297.5957143,297.6285714,294.4514286,300.1,296.2,68.2,82.84,21.7,15.79714286,1.714285714,25.84285714,5.542857143,29.4,22.2,44.8,5
sj,1996,21,0.0339,0.0557,0.2153167,0.21815,-1.799525524255052,44.07,47.8078703307868,298.6585714,298.9214286,295.4671429,300.7,297.4,17.9,82.78,44.07,16.85714286,2.442857143,26.72857143,6.342857143,30.6,22.8,0.8,2
sj,1996,22,0.09985,0.1066,0.1409857,0.1087857,-5.835928867229257,68.06,74.13890804865744,299.4414286,299.5928571,296.2371429,301.8,297.5,21.71,82.75142857,68.06,17.66,2.814285714,28.11428571,6.914285714,33.3,23.3,9.4,4
sj,1996,23,0.0529,0.080075,0.1793143,0.1579,12.7026663628534,137.06,137.79774992923666,299.2542857,299.1928571,296.0057143,301.4,297.9,24.38,82.36857143,137.06,17.39428571,2.071428571,27.81428571,7.028571429,32.2,23.9,2.3,2
sj,1996,24,0.0986,0.0893,0.12375,0.13545,-4.053285669749698,27.82,31.970364053959507,298.7428571,298.8285714,295.4385714,300.6,297.5,43.3,82.23571429,27.82,16.8,2.028571429,26.94285714,5.985714286,31.1,23.3,40.9,4
sj,1996,25,0.07125,0.0646,0.1461,0.1561714,-4.851163999109874,47.93,64.48779418959998,298.49,298.5642857,295.4357143,300.8,297.1,73.7,83.32285714,47.93,16.81,1.928571429,26.44285714,5.8,30.6,22.8,84.6,6
sj,1996,26,0.16555,0.1205,0.1861857,0.1705857,-3.7640437826054574,15.99,29.784242062413995,299.6414286,299.7071429,296.0442857,301.8,297.6,22.5,80.90714286,15.99,17.46857143,2.242857143,27.68571429,5.928571429,32.8,23.3,19.3,6
sj,1996,27,,0.07375,0.2217833,0.1834333,0.2541307692303558,6.01,13.157836800302144,299.5814286,299.6857143,295.8342857,301.5,297.5,23.9,80.06142857,6.01,17.21142857,1.971428571,27.94285714,6.371428571,32.2,24.4,5.9,4
sj,1996,28,0.05763333,0.07825,0.1641167,0.1680333,0.4649001404550214,24.35,32.69572534409274,299.7342857,299.8357143,296.3414286,302.0,297.9,35.23,81.83571429,24.35,17.76428571,2.242857143,28.01428571,6.371428571,32.8,23.3,43.5,6
sj,1996,29,0.1121,0.095425,0.1674286,0.1645429,0.5839915893208443,97.22,127.49291160112409,299.0185714,299.0642857,296.1242857,301.4,297.1,123.2,84.32285714,97.22,17.53857143,2.242857143,27.27142857,5.628571429,31.1,23.9,53.6,11
sj,1996,30,0.0038,-0.0106,0.14715,0.1767833,-3.6570012877478857,14.89,49.71416260595973,299.7142857,299.9642857,295.7942857,302.0,298.0,15.8,79.19857143,14.89,17.14571429,2.328571429,27.51428571,5.471428571,31.1,23.9,9.9,16
sj,1996,31,0.09683333,0.115,0.1986143,0.2044429,3.655048737585701,41.78,69.49596421702432,299.3942857,299.4571429,296.03,301.4,297.5,39.1,81.91,41.78,17.39,2.2,27.17142857,5.157142857,30.0,23.9,79.3,9
sj,1996,32,,0.05435,0.1329714,0.1440857,-4.253205592948244,34.04,66.82264059259043,299.1371429,299.1214286,296.4085714,300.7,297.7,67.71,85.01,34.04,17.81,1.7,27.67142857,5.342857143,30.6,24.4,31.9,12
sj,1996,33,0.0795,0.0291,0.14252,0.2317,7.265380900429051,19.92,39.8706291276694,299.6514286,299.7928571,296.0785714,301.8,298.1,29.2,80.93571429,19.92,17.48,2.614285714,28.01428571,6.128571429,31.7,22.8,14.3,13
sj,1996,34,,0.09555,0.3094667,0.2312,-2.6270474539579114,110.91,163.85484514343136,298.9842857,299.0428571,296.1285714,300.7,297.6,68.7,84.34428571,110.91,17.52285714,1.971428571,26.78571429,6.628571429,31.1,22.8,80.6,27
sj,1996,35,0.01203333,0.07396667,0.2981857,0.3126,4.445529019566048,15.74,52.99317059437473,299.9457143,300.0357143,295.9857143,302.4,298.0,33.7,79.27285714,15.74,17.42285714,2.557142857,27.75714286,6.214285714,33.3,23.9,22.6,21
sj,1996,36,0.0364,0.03065,0.1729,0.1757857,-0.4916076151704796,10.59,52.93466599815096,300.3728571,300.7428571,296.9114286,303.3,298.6,21.95,81.54,10.59,18.48571429,3.457142857,28.48571429,5.871428571,33.3,23.3,35.1,19
sj,1996,37,0.1043,0.1068,0.1678667,0.1728,0.9115620986939632,63.31,102.42214404234744,299.8028571,299.8857143,296.4528571,301.5,297.8,89.24,81.98571429,63.31,17.97,1.8,27.94285714,6.514285714,32.8,23.3,51.1,17
sj,1996,38,,0.02845,0.1504286,0.1078167,5.753168649308661,243.55,289.5571565929581,299.4828571,299.4428571,296.88,301.3,297.6,151.7,85.69,243.55,18.40714286,1.828571429,27.04285714,5.828571429,31.7,22.8,305.9,24
sj,1996,39,0.04044,0.00445,0.1859,0.1818857,3.147076749934088,59.12,113.5979855204203,300.32,300.4428571,297.0928571,302.3,299.1,19.32,82.63857143,59.12,18.59571429,1.885714286,27.87142857,6.357142857,32.8,23.9,7.3,27
sj,1996,40,-0.0385,0.06813333,0.1651286,0.1952143,2.4695667896629554,27.58,76.49124188734444,300.0185714,300.2071429,296.09,302.4,298.6,27.2,79.17714286,27.58,17.52142857,2.1,27.41428571,5.885714286,31.1,23.9,20.9,30
sj,1996,41,-0.0066,-0.0355,0.2071833,0.2196167,10.506906893972396,28.18,90.88177656069382,299.9628571,300.1142857,296.46,302.3,298.1,23.54,81.26,28.18,17.94142857,2.542857143,27.28571429,6.242857143,31.7,23.3,17.6,29
sj,1996,42,,0.0609,0.2202286,0.2358,0.3250379942046129,4.62,57.17837013115764,299.8042857,299.8428571,296.0485714,301.8,298.2,23.7,79.95714286,4.62,17.48571429,2.171428571,27.57142857,6.642857143,31.7,23.3,8.9,25
sj,1996,43,-0.0969,-0.0902,0.1490143,0.1663143,8.203748320429163,17.37,90.30181831284841,300.3442857,300.4642857,296.7171429,302.1,298.7,7.1,80.73428571,17.37,18.23,2.642857143,29.04285714,7.385714286,33.9,24.4,6.6,35
sj,1996,44,0.00525,0.0158,0.1809429,0.1463571,3.654312416976566,16.06,78.02391502759755,299.2514286,299.3428571,295.72,302.3,297.7,65.2,81.13,16.06,17.14428571,2.085714286,27.04285714,6.1,31.1,21.7,28.9,33
sj,1996,45,-0.05675,-0.00865,0.1236143,0.1353,2.8998828216000265,51.59,116.90345114938735,299.1685714,299.2357143,296.26,301.5,297.5,59.22,84.11142857,51.59,17.70142857,2.042857143,26.84285714,6.285714286,31.1,22.2,35.6,30
sj,1996,46,-0.03006667,0.0881,0.07505714,0.098,7.645977150651945,34.32,99.6293323979659,298.2457143,298.2142857,295.2657143,299.7,296.8,219.9,83.64,34.32,16.67714286,1.8,26.15714286,6.028571429,30.0,22.2,25.0,29
sj,1996,47,,0.039525,0.06076667,0.0578,1.776022973239881,42.76,103.61844064516775,298.4771429,298.5571429,295.4385714,300.5,296.8,113.55,83.39714286,42.76,16.84285714,1.6,25.87142857,5.6,29.4,22.2,88.3,31
sj,1996,48,,0.1038667,0.1649714,0.1447714,-0.9274355774033634,65.18,121.94771411380535,298.1971429,298.4214286,295.6671429,300.5,296.6,49.0,86.07142857,65.18,17.12857143,2.042857143,25.61428571,4.585714286,28.3,22.8,39.5,29
sj,1996,49,-0.1171,-0.01016667,0.2602714,0.2308429,11.024463324681907,0.0,41.07339974173291,297.6428571,297.6785714,292.9414286,299.7,295.6,20.57,75.29285714,0.0,14.45857143,1.9,25.01428571,5.057142857,28.3,21.7,19.6,22
sj,1996,50,,0.0495,0.1559143,0.176,2.049051402972198,0.0,52.52013430793857,297.8271429,297.9785714,292.6628571,300.6,295.2,3.8,73.25285714,0.0,14.24571429,2.757142857,24.8,6.571428571,30.0,20.6,3.1,27
sj,1996,51,,0.1639,0.1702286,0.1818571,5.472436707825558,0.0,52.01015192810903,296.6357143,296.7714286,292.7871429,299.1,295.6,40.7,79.37285714,0.0,14.33285714,1.828571429,24.95714286,4.7,28.9,21.1,25.4,24
sj,1996,52,0.0214,0.0214,0.156975,0.1470375,2.6152012963674744,0.0,47.55972086298917,297.0314286,297.1142857,291.4242857,299.0,294.5,3.93,71.06285714,0.0,13.15285714,2.485714286,24.51428571,5.785714286,27.8,19.4,4.0,26
sj,1997,1,0.1526333,0.1094,0.2077429,0.1732857,0.2813287009477339,0.0,59.07363239831019,299.6771429,299.8214286,295.0142857,301.5,297.7,3.24,75.67857143,0.0,16.37714286,2.357142857,26.62857143,7.714285714,31.7,21.7,0.5,29
sj,1997,2,,0.1839,0.2683714,0.1435857,8.99569010922947,0.0,52.13032535865982,297.1885714,297.4285714,293.5585714,299.2,295.6,24.14,80.3,0.0,14.96714286,2.371428571,24.67142857,5.642857143,27.8,21.1,29.0,22
sj,1997,3,-0.1459,0.0338,0.2233714,0.2170857,7.517950781534232,0.0,77.15645964411044,297.5685714,297.6642857,292.7971429,299.4,296.1,7.79,74.94,0.0,14.27857143,2.242857143,24.38571429,6.657142857,28.9,19.4,0.6,33
sj,1997,4,0.0495,0.07316667,0.1704714,0.1861429,3.4716388810903918,6.65,50.550117677200376,297.4857143,297.7428571,293.7871429,300.9,295.2,23.5,80.09285714,6.65,15.17428571,3.142857143,24.9,6.428571429,28.9,21.1,2.0,24
sj,1997,5,0.0451,0.04505,0.1107571,0.1018,-2.828310377063774,66.05,123.39981124629784,296.7414286,296.8428571,293.5328571,298.9,295.3,81.3,82.38857143,66.05,14.89857143,1.828571429,24.62857143,4.685714286,28.3,21.1,58.9,30
sj,1997,6,0.04245,0.03413333,0.1372714,0.1156857,-0.1902897635942571,53.52,90.83013010157394,297.27,297.4071429,292.5757143,299.1,295.8,14.3,75.07571429,53.52,14.05857143,2.071428571,23.7,6.1,27.8,19.4,49.5,20
sj,1997,7,0.0455,0.1281,0.1796714,0.1705857,6.0721028334974925,24.98,52.67154010372435,297.12,297.2928571,293.6371429,298.8,295.7,50.58,80.94714286,24.98,15.01714286,1.7,24.57142857,5.7,27.8,21.1,25.4,17
sj,1997,8,0.0297,0.07732,0.1488286,0.1815429,-2.0660476523504547,0.0,45.944756356658516,297.5871429,297.7142857,293.2214286,299.2,296.2,15.14,76.71285714,0.0,14.61428571,2.057142857,24.68571429,6.271428571,28.3,21.1,22.9,24
sj,1997,9,,0.04896667,0.15534,0.1579,7.1206342823210775,0.0,50.52265577705871,297.2642857,297.3571429,292.4728571,298.8,295.7,15.1,74.63142857,0.0,13.93142857,2.171428571,24.47142857,5.542857143,27.8,21.1,30.0,28
sj,1997,10,,,0.2277,0.2670143,5.368395978505784,0.0,33.17754830978032,297.2928571,297.3928571,292.41,299.0,295.5,9.5,74.25571429,0.0,13.88571429,2.214285714,24.57142857,4.985714286,27.8,21.1,15.5,18
sj,1997,11,,0.0864,0.1700714,0.1512429,-8.841124224223979,0.0,24.646408473964406,297.1385714,297.35,292.4957143,299.3,295.8,14.3,75.37285714,0.0,13.97714286,2.157142857,24.35714286,5.785714286,27.8,21.1,13.8,13
sj,1997,12,0.1409,0.12525,0.2582143,0.2533286,4.7298969547697105,0.0,16.756825161480947,297.0785714,297.2214286,292.7671429,299.1,296.0,17.92,76.90428571,0.0,14.22285714,1.9,24.74285714,6.585714286,28.9,21.1,15.2,9
sj,1997,13,0.11245,0.107,0.2076143,0.2154,2.3944425385670587,0.0,26.887273088011952,297.7214286,297.9214286,292.7585714,300.6,295.7,7.0,74.11857143,0.0,14.22714286,3.442857143,25.31428571,8.071428571,31.1,20.6,1.5,14
sj,1997,14,,0.123,0.1983167,0.1916833,-6.88443273785545,0.0,7.543363484205695,297.6928571,297.8571429,292.7757143,299.9,295.5,5.9,74.20571429,0.0,14.23142857,2.685714286,25.08571429,7.457142857,29.4,20.6,2.9,11
sj,1997,15,0.0602,0.069825,0.2164286,0.2027714,-1.0653336407551306,6.65,36.002585871693334,296.5957143,296.6357143,291.8428571,300.7,294.3,18.73,74.85,6.65,13.49285714,2.385714286,25.35714286,5.614285714,31.1,21.7,0.6,11
sj,1997,16,0.033075,0.05155,0.2085429,0.2354857,0.17271539713243111,0.0,39.88696333753967,297.1785714,297.4642857,291.6742857,299.6,295.1,7.5,71.55857143,0.0,13.35,2.785714286,25.9,7.928571429,31.7,20.0,0.8,19
sj,1997,17,0.0388,0.023,0.2024429,0.2222571,3.9717719588167992,0.0,28.00943449851122,298.8214286,299.05,294.0985714,301.7,296.7,16.2,75.41714286,0.0,15.50142857,3.842857143,27.67142857,9.614285714,34.4,21.1,0.0,10
sj,1997,18,-0.0035,0.007333333,0.1991,0.1928833,2.7733391394888818,5.73,24.070034516653017,299.2042857,299.3857143,294.82,301.7,296.7,4.0,76.95285714,5.73,16.17,3.457142857,27.77142857,8.271428571,33.9,22.8,0.5,8
sj,1997,19,-0.0597,0.0331,0.1650857,0.1324571,2.083397040828804,0.0,14.092121323898649,299.35,299.5071429,294.7271429,301.1,297.8,1.5,75.87857143,0.0,16.07857143,2.7,27.92857143,8.428571429,33.9,23.3,0.3,8
sj,1997,20,0.1019,0.0747,0.1175167,0.1297857,3.767407711377011,33.03,51.017693368356284,298.85,298.9857143,294.7985714,301.4,297.1,27.3,78.53714286,33.03,16.14428571,2.542857143,27.57142857,8.671428571,32.8,22.2,12.6,9
sj,1997,21,0.0798,0.1065333,0.1590333,0.09873333,5.535387007036934,0.0,1.855767089999003,299.2414286,299.3857143,294.6614286,301.1,297.8,10.1,75.98285714,0.0,15.99714286,2.428571429,27.58571429,7.085714286,32.2,23.9,12.9,3
sj,1997,22,0.0235,0.05535,0.2090857,0.1450571,3.6605541703726576,64.1,81.17398329244838,299.2814286,299.4357143,295.2628571,301.4,297.7,10.5,78.71142857,64.1,16.66,2.671428571,27.31428571,7.028571429,31.7,22.8,30.5,7
sj,1997,23,0.0557,0.08895,0.1841571,0.1623571,-9.493272670422572,118.35,148.7998722966789,298.9957143,299.0428571,295.9785714,300.6,297.9,41.7,83.48571429,118.35,17.36857143,1.971428571,27.27142857,7.071428571,32.8,22.2,31.3,14
sj,1997,24,0.1197,0.0904,0.1477167,0.1914143,0.9790868197684546,0.0,11.220844164309336,300.0014286,300.2642857,296.1742857,302.3,298.2,9.9,79.74571429,0.0,17.62,2.871428571,28.6,7.0,32.8,23.9,0.3,4
sj,1997,25,0.0108,0.05426667,0.1710429,0.2157,2.016377360484231,2.43,23.645568546566746,300.3671429,300.6,296.4114286,302.6,298.0,7.8,79.36428571,2.43,17.84714286,2.914285714,29.01428571,7.514285714,33.9,23.9,0.5,9
sj,1997,26,0.0749,0.07762,0.1302143,0.1368,2.4271239489002467,34.69,62.47091550624572,300.0442857,300.0928571,296.3228571,302.0,298.4,23.4,80.24571429,34.69,17.73285714,2.185714286,28.65714286,6.685714286,32.8,23.9,18.6,14
sj,1997,27,0.1012,0.09026667,0.1940286,0.1983714,5.958021483482736,38.84,50.531735069289226,300.2957143,300.5142857,296.2385714,302.3,298.3,24.3,78.63857143,38.84,17.63571429,2.914285714,28.41428571,6.428571429,32.2,24.4,4.1,7
sj,1997,28,0.0883,0.07483333,0.1354571,0.1118571,4.997214844054797,5.87,23.274315288960025,300.4885714,300.6428571,296.4157143,302.3,299.0,21.3,78.62,5.87,17.84571429,2.428571429,29.01428571,7.542857143,33.9,23.9,8.7,9
sj,1997,29,-0.0562,0.0112,0.1573143,0.1659714,1.5105147659211184,24.42,37.14620313831591,300.0942857,300.1714286,296.5114286,302.2,298.1,35.4,80.91714286,24.42,17.94857143,2.542857143,28.61428571,6.742857143,32.8,24.4,40.9,3
sj,1997,30,-0.1562,,0.1646429,0.1496857,1.7949652280307142,41.34,60.018209501738355,299.9585714,299.9428571,296.6028571,302.7,298.2,73.74,82.13285714,41.34,18.04571429,1.771428571,27.9,6.285714286,31.7,23.3,51.2,3
sj,1997,31,0.1393,0.07825,0.2511714,0.1919429,-0.3164479406973406,29.9,53.41981025847965,300.1171429,300.2142857,296.2157143,302.4,297.8,33.6,79.45428571,29.9,17.61714286,2.742857143,27.82857143,6.6,31.7,22.8,16.3,14
sj,1997,32,0.0981,0.0981,0.1404571,0.1142286,0.965317074627676,19.57,51.24773464176054,300.2942857,300.4142857,296.7357143,302.5,297.8,28.6,81.10428571,19.57,18.18,2.514285714,28.64285714,5.942857143,32.2,25.0,5.2,12
sj,1997,33,0.008933333,0.046675,0.1411,0.1585714,-4.720190060168129,57.65,80.22568301971671,299.84,299.9928571,296.5728571,301.9,298.1,42.79,82.39285714,57.65,17.98857143,2.471428571,28.28571429,6.614285714,32.8,23.9,53.4,10
sj,1997,34,,0.11135,0.1741857,0.1446,-3.477760778224504,20.35,56.979022898941274,299.7614286,299.8,296.6585714,301.8,298.2,45.7,83.28,20.35,18.09142857,2.028571429,28.41428571,6.514285714,32.2,24.4,52.3,21
sj,1997,35,0.06065,0.08936667,0.1869714,0.2091857,6.05317888035391,94.72,150.6693957058302,300.2657143,300.3357143,296.7042857,302.5,298.8,35.9,81.14285714,94.72,18.18285714,2.1,27.98571429,6.442857143,32.2,22.8,50.0,26
sj,1997,36,0.1072,0.1159667,0.2084,0.1735571,4.539158047182536,8.83,99.25296604200157,300.1385714,300.1214286,296.8042857,302.0,298.5,35.9,82.22,8.83,18.30857143,2.071428571,28.72857143,6.585714286,32.8,25.0,17.0,47
sj,1997,37,0.03495,0.0815,0.1973143,0.1827714,7.7783227506868275,11.47,101.9201974408125,300.5485714,300.7214286,297.4142857,302.6,298.9,46.4,83.16428571,11.47,19.04428571,2.585714286,28.95714286,6.128571429,32.8,24.4,15.8,42
sj,1997,38,-0.049,0.01545,0.1992286,0.1866286,4.2566446738475445,86.14,143.72535195156888,300.6828571,300.8071429,297.2471429,303.6,299.0,36.89,81.80857143,86.14,18.82857143,2.585714286,28.9,6.671428571,34.4,25.0,18.1,31
sj,1997,39,0.12258,0.09823333,0.1432143,0.1434143,4.7370922772781645,13.18,82.08217544782508,300.42,300.5142857,296.3857143,302.6,298.0,39.6,78.78,13.18,17.82857143,2.4,28.4,6.742857143,32.2,23.9,25.4,34
sj,1997,40,0.1123,0.1054,0.2000571,0.1438857,9.38700619080375,46.15,108.50010141508834,300.1328571,300.2071429,297.2685714,302.6,298.7,39.0,84.43714286,46.15,18.81428571,2.128571429,27.58571429,6.757142857,32.2,21.7,31.2,33
sj,1997,41,0.0019,0.095825,0.09027143,0.0999,4.539049913199918,70.29,173.20861657459034,300.5642857,300.7357143,296.7871429,303.2,298.5,26.0,80.08428571,70.29,18.31,2.642857143,28.5,7.3,33.3,23.3,44.4,52
sj,1997,42,-0.01515,0.0831,0.2018667,0.2107333,7.924353066217827,99.33,216.77763191214729,299.4785714,299.4357143,296.4357143,302.9,297.6,182.0,83.57571429,99.33,17.92714286,1.842857143,27.35714286,6.428571429,31.1,22.8,6.3,56
sj,1997,43,,0.1966,0.3152429,0.2916429,17.705124837300318,80.85,220.7435908694758,299.6085714,299.8428571,296.3042857,302.3,296.4,27.34,82.23428571,80.85,17.81857143,3.342857143,27.7,5.885714286,32.8,23.9,8.7,70
sj,1997,44,,0.1695,0.2978143,0.2102,16.99696460191159,0.78,233.02021953970046,300.3814286,300.55,296.1014286,302.3,298.1,7.27,77.53285714,0.78,17.55142857,2.7,28.38571429,5.814285714,32.8,24.4,0.0,112
sj,1997,45,0.07745,,0.1989571,0.1767429,9.200145278709844,2.08,138.095171145833,300.0314286,300.0928571,295.6957143,301.9,298.6,9.5,77.30714286,2.08,17.09571429,2.042857143,27.74285714,6.114285714,31.1,23.9,27.1,70
sj,1997,46,0.0695,0.12345,0.1481429,0.1022714,3.2242232625621354,18.83,115.42174994684787,299.6871429,299.7928571,295.3457143,302.6,297.9,9.0,77.16285714,18.83,16.76428571,2.242857143,27.34285714,7.4,32.8,22.8,34.6,47
sj,1997,47,,-0.1026,0.2017857,0.1477857,11.153476331891548,50.55,147.97553362177655,299.4914286,299.5285714,296.3128571,301.8,298.0,40.5,82.76571429,50.55,17.73857143,1.8,27.32857143,6.0,31.1,23.9,6.1,48
sj,1997,48,0.2192,0.1606,0.1749286,0.2117571,13.653362461521455,4.76,102.34217950178451,299.62,299.7,296.3371429,301.9,297.9,42.9,82.27,4.76,17.77142857,2.2,27.25714286,5.671428571,30.6,23.9,81.8,49
sj,1997,49,0.0568,0.0661,0.3493143,0.3120714,17.546947176631974,3.01,135.57323827553068,299.4557143,299.5071429,295.5757143,301.3,298.2,14.7,79.39571429,3.01,17.00142857,1.871428571,26.67142857,6.614285714,31.7,23.3,39.9,66
sj,1997,50,,-0.0448,0.2314143,0.2354714,13.246804383149502,0.0,115.17651973983102,300.1328571,300.35,295.1528571,302.0,298.8,0.3,74.28142857,0.0,16.53,2.671428571,26.75714286,8.257142857,32.2,21.7,0.0,56
sj,1997,51,,0.0001,0.2579571,0.2339,13.610048503033518,0.0,120.72118460098814,299.6385714,299.6642857,294.7957143,301.6,298.1,3.9,74.79571429,0.0,16.14571429,2.471428571,26.57142857,7.3,32.2,22.2,1.5,61
sj,1997,52,0.0663,0.075925,0.2132111,0.2257889,7.59734397346412,22.52,156.88609531631022,299.2142857,299.2857143,295.3514286,301.7,297.6,16.3,79.47,22.52,16.70428571,2.571428571,26.71428571,7.571428571,31.7,22.2,17.3,67
sj,1998,1,0.0455,0.0478,0.1239857,0.08344286,7.133578442561607,,,,,,,,,,,,,,,,,,64
sj,1998,2,0.05076667,0.0341,0.2233714,0.1341571,12.40783406871118,10.59,145.3020387964588,298.8271429,298.9928571,295.03,300.7,297.2,44.4,79.63142857,10.59,16.36285714,2.157142857,26.35714286,6.142857143,31.7,22.8,33.3,68
sj,1998,3,-0.01615,-0.008225,0.2047143,0.1985714,3.9167373143482873,106.97,210.08704903346896,297.6128571,297.6857143,294.8528571,300.2,296.4,53.2,84.69428571,106.97,16.20857143,1.885714286,24.88571429,5.857142857,29.4,20.6,152.4,49
sj,1998,4,0.1797,0.03345,0.2514571,0.1921,6.225617622962506,0.0,91.99912431494387,298.6114286,298.8,294.51,300.6,296.8,8.4,78.18285714,0.0,15.88142857,2.4,25.61428571,6.485714286,29.4,21.1,4.8,50
sj,1998,5,0.13155,0.045825,0.1461143,0.1313571,22.80766005775153,7.72,122.74775704468432,298.6942857,298.8571429,294.19,300.6,297.0,16.3,76.26142857,7.72,15.56142857,2.342857143,26.54285714,7.257142857,31.1,22.2,1.3,56
sj,1998,6,-0.0479,-0.0525,0.1274857,0.09734286,11.175564415610669,0.0,153.27789072283974,298.5785714,298.8071429,293.9714286,301.3,296.6,8.6,75.77714286,0.0,15.36142857,3.271428571,26.58571429,8.114285714,31.7,21.1,0.0,75
sj,1998,7,0.11825,0.0559,0.1819,0.1763143,12.14856715226183,142.6,262.11324399579865,299.0585714,299.25,295.6285714,302.2,296.7,18.5,81.61285714,142.6,17.08857143,2.957142857,27.25714286,6.9,32.2,22.8,79.2,63
sj,1998,8,,0.0754,0.2395714,0.2387,9.474124522018707,0.0,131.1466394339889,297.59,297.8357143,291.9014286,300.2,296.2,3.1,70.70142857,0.0,13.51285714,2.242857143,24.41428571,6.085714286,28.9,20.0,8.7,62
sj,1998,9,0.1545,0.0849,0.24338,0.1549833,14.801819435411076,0.0,81.17687952913352,298.8928571,299.1285714,294.1142857,300.6,297.8,1.1,75.01571429,0.0,15.47714286,2.285714286,26.27142857,7.942857143,31.1,21.1,6.4,41
sj,1998,10,0.06366667,0.09633333,0.1728429,0.1622143,8.02635353489226,0.0,107.3233894286038,297.6557143,297.7928571,293.5,301.1,295.0,10.3,77.92428571,0.0,14.93571429,2.842857143,25.61428571,7.257142857,32.2,21.1,7.0,50
sj,1998,11,,0.0797,0.1391714,0.1625286,9.656552302697722,0.0,73.25905316105039,298.2785714,298.3857143,294.6971429,301.2,295.7,42.78,80.77857143,0.0,16.08142857,2.228571429,25.81428571,6.9,32.2,21.1,15.1,34
sj,1998,12,0.0604,0.08823333,0.2129286,0.2124143,12.455254861548301,0.0,59.53541328873624,298.1757143,298.3714286,292.9071429,300.4,296.2,0.6,72.64285714,0.0,14.36714286,2.514285714,24.88571429,7.014285714,28.9,20.6,27.7,31
sj,1998,13,,0.0731,0.1881667,0.1685,7.072406250301915,0.0,74.14175313806906,298.5028571,298.6642857,294.0985714,300.7,296.5,21.0,76.67571429,0.0,15.48,2.557142857,26.22857143,6.9,31.1,22.2,16.5,38
sj,1998,14,0.0672,0.02766667,0.1485333,0.1277429,2.840890500055035,72.98,131.04241323241496,298.0442857,298.1928571,294.6285714,301.1,296.5,41.2,81.40571429,72.98,15.99857143,2.528571429,25.71428571,6.2,31.7,21.7,15.5,30
sj,1998,15,0.048,0.0652,0.09894286,0.1027714,7.068261429714125,12.01,75.86667449680603,297.8714286,298.2,294.2157143,300.8,295.6,19.0,80.19,12.01,15.63571429,3.0,26.02857143,6.357142857,31.7,21.7,10.7,32
sj,1998,16,0.0308,0.076,0.1139714,0.1258571,2.2199096396581446,0.0,59.228468110023165,298.4728571,298.5785714,294.97,300.7,296.5,23.9,81.14571429,0.0,16.40285714,2.157142857,26.92857143,6.114285714,33.9,22.2,7.9,26
sj,1998,17,0.0671,0.09136667,0.1444857,0.1479571,5.70157143462103,22.22,84.86016052046848,297.7357143,297.7928571,293.5428571,299.8,296.2,24.3,77.71285714,22.22,15.01428571,2.157142857,25.6,5.857142857,29.4,21.7,73.4,30
sj,1998,18,0.1063,0.0461,0.2191857,0.2073286,10.516736681840449,71.64,137.47338800082466,299.5657143,299.8357143,295.8342857,301.5,298.2,11.7,80.07285714,71.64,17.23142857,2.357142857,26.87142857,6.9,31.1,22.8,16.3,36
sj,1998,19,,0.09693333,0.1582429,0.1198143,5.970034576391454,0.0,66.64762757509216,299.1328571,299.2928571,294.8271429,301.3,297.7,17.6,77.33142857,0.0,16.22142857,2.185714286,26.78571429,6.2,31.1,22.2,6.9,35
sj,1998,20,,0.04255,0.1317833,0.1003,11.113021409058192,55.76,149.02776491831634,299.2,299.4,295.11,302.9,296.6,10.3,78.40142857,55.76,16.50285714,3.628571429,27.14285714,7.014285714,33.9,22.2,7.1,46
sj,1998,21,-0.003,0.033625,0.1648667,0.1742,-0.8177686499932371,56.4,144.21744114910067,300.0242857,300.0857143,297.0628571,302.9,297.8,53.7,84.07142857,56.4,18.61428571,2.828571429,27.91428571,6.971428571,34.4,23.3,59.1,48
sj,1998,22,0.0484,0.0372,0.1550833,0.1645167,9.443060159548242,15.86,99.76449526421392,299.8428571,299.9357143,297.02,302.3,298.4,59.4,84.63571429,15.86,18.51142857,2.185714286,27.97142857,5.657142857,31.1,24.4,13.8,44
sj,1998,23,-0.0427,0.07076667,0.1536,0.1221429,1.434838669850306,8.19,100.91806595929802,299.6185714,299.8071429,296.3514286,301.4,298.1,35.8,82.46,8.19,17.76571429,2.328571429,27.85714286,6.2,32.2,23.9,10.5,51
sj,1998,24,0.12125,0.12125,0.2368143,0.2751714,7.533008862082658,86.21,204.57228471798288,300.7571429,300.8428571,297.4514286,302.7,299.2,20.7,82.30571429,86.21,18.99142857,2.428571429,28.42857143,6.985714286,32.8,23.9,38.6,59
