city,weekofyear,ndvi_ne,ndvi_nw,ndvi_se,ndvi_sw,ndvi_ce,precipitation_amt_mm,precipitation_ground_mm,reanalysis_avg_temp_k,reanalysis_dew_point_temp_k,reanalysis_max_air_temp_k,reanalysis_min_air_temp_k,reanalysis_precip_amt_kg_per_m2,reanalysis_relative_humidity_percent,reanalysis_sat_precip_amt_mm,reanalysis_tdtr_k,station_avg_temp_c,station_diur_temp_rng_c,station_max_temp_c,station_min_temp_c,station_precip_mm,total_cases,precip_composite,precip_composite_lag1,reanalysis_air_temp_k_lag1,reanalysis_relative_humidity_percent_lag1,precip_composite_lag2,reanalysis_air_temp_k_lag2,reanalysis_relative_humidity_percent_lag2,precip_composite_lag3,reanalysis_air_temp_k_lag3,reanalysis_relative_humidity_percent_lag3,precip_composite_lag4,reanalysis_air_temp_k_lag4,reanalysis_relative_humidity_percent_lag4,precip_temp_interaction
sj,29.0,0.20260374288039054,0.2692307692307693,0.29027576197387484,0.3076923076923077,0.23294086685027196,24.42,37.15,0.7253688719657392,296.51,0.26305300916699936,0.8888888888888901,35.4,80.92,24.42,2.54,0.8478989183497655,6.74,0.5717552887364203,0.9166666666666664,40.9,3,33.331,18.049999999999997,300.49,78.62,47.022999999999996,300.3,78.64,54.135999999999996,300.04,80.25,17.284,300.37,79.36,10002.299790000001
sj,30.0,0.03986981285598046,0.4807692307692307,0.29027576197387484,0.2564102564102564,0.23943334571928215,41.34,60.02,0.6815801999048119,296.6,0.30290952570745366,0.8981481481481461,73.74,82.13,41.34,1.77,0.7119747295874412,6.29,0.445969125214408,0.763888888888889,51.2,3,54.416000000000004,33.331,300.09,80.92,18.049999999999997,300.49,78.62,47.022999999999996,300.3,78.64,54.135999999999996,300.04,80.25,16322.62336
sj,31.0,0.5280716029292107,0.40384615384615385,0.5515239477503622,0.358974358974359,0.19050787995638407,29.9,53.42,0.732984293193719,296.22,0.2789956157831802,0.8611111111111113,33.6,79.45,29.9,2.74,0.6985737532305923,6.6,0.445969125214408,0.6944444444444445,16.3,14,46.364,54.416000000000004,299.96,82.13,33.331,300.09,80.92,18.049999999999997,300.49,78.62,47.022999999999996,300.3,78.64,13914.76368
sj,32.0,0.4629780309194466,0.4423076923076923,0.2322206095790999,0.15384615384615383,0.22041965760289522,19.57,51.25,0.7710613993336615,296.74,0.28696691909127287,0.8611111111111113,28.6,81.1,19.57,2.51,0.8536421939312724,5.94,0.5031446540880505,1.0,5.2,12,41.746,46.364,300.12,79.45,54.416000000000004,299.96,82.13,33.331,300.09,80.92,18.049999999999997,300.49,78.62,12535.906340000001
sj,33.0,0.31651749389747763,0.34615384615384615,0.2322206095790999,0.28205128205128205,0.08848321201479573,57.65,80.23,0.6910994764397975,296.57,0.2391390992427259,0.8888888888888901,42.79,82.39,57.65,2.47,0.7866373121470278,6.61,0.5717552887364203,0.847222222222222,53.4,10,73.456,41.746,300.29,81.1,46.364,300.12,79.45,54.416000000000004,299.96,82.13,33.331,300.09,80.92,22025.047039999998
sj,34.0,0.5117982099267697,0.4615384615384615,0.31930333817126233,0.23076923076923078,0.11723561843469789,20.35,56.98,0.6549262256068609,296.66,0.23116779593463774,0.8981481481481461,45.7,83.28,20.35,2.03,0.8096104144730547,6.51,0.5031446540880505,0.9166666666666664,52.3,21,45.991,73.456,299.84,82.39,41.746,300.29,81.1,46.364,300.12,79.45,54.416000000000004,299.96,82.13,13786.26216
sj,35.0,0.3978844589096826,0.4230769230769231,0.3773584905660373,0.4102564102564102,0.3382117742263654,94.72,150.67,0.7577344121846752,296.7,0.28696691909127287,0.9537037037037037,35.9,81.14,94.72,2.1,0.7292045563319611,6.44,0.5031446540880505,0.6944444444444445,50.0,26,133.885,45.991,299.76,83.28,73.456,299.84,82.39,41.746,300.29,81.1,46.364,300.12,79.45,40201.648949999995
sj,36.0,0.47925142392188763,0.4807692307692307,0.43541364296081225,0.3076923076923077,0.3031987631827749,8.83,99.25,0.7158495954307535,296.8,0.24711040255081856,0.9259259259259249,35.9,82.22,8.83,2.07,0.8708720206757924,6.59,0.5717552887364203,1.0,17.0,47,72.124,133.885,300.27,81.14,45.991,299.76,83.28,73.456,299.84,82.39,41.746,300.29,81.1,21647.297359999997
sj,37.0,0.3490642799023596,0.40384615384615385,0.4063860667634248,0.3333333333333333,0.37832601866703536,11.47,101.92,0.8300809138505593,297.41,0.29493822239936557,0.9629629629629598,46.4,83.16,11.47,2.59,0.9149038001340102,6.13,0.5717552887364203,0.9166666666666664,15.8,42,74.785,72.124,300.14,82.22,133.885,300.27,81.14,45.991,299.76,83.28,73.456,299.84,82.39,22476.63175
sj,38.0,0.21887713588283156,0.28846153846153844,0.4063860667634248,0.358974358974359,0.29670628431376467,86.14,143.73,0.8472156116135248,297.25,0.37465125548027417,0.9722222222222212,36.89,81.81,86.14,2.59,0.9034172489709964,6.67,0.7547169811320752,1.0,18.1,31,126.45299999999999,74.785,300.55,83.16,72.124,300.14,82.22,133.885,300.27,81.14,45.991,299.76,83.28,38021.88804
sj,39.0,0.49552481692432865,0.4423076923076923,0.2322206095790999,0.23076923076923078,0.30783624808921073,13.18,82.08,0.7900999524036219,296.39,0.29493822239936557,0.8796296296296287,39.6,78.78,13.18,2.4,0.8076959892792188,6.74,0.5031446540880505,0.847222222222222,25.4,34,61.41,126.45299999999999,300.68,81.81,74.785,300.55,83.16,72.124,300.14,82.22,133.885,300.27,81.14,18448.7922
sj,40.0,0.47925142392188763,0.4615384615384615,0.4063860667634248,0.23076923076923078,0.4156577721638439,46.15,108.5,0.732984293193719,297.27,0.29493822239936557,0.9444444444444424,39.0,84.44,46.15,2.13,0.6526275485785393,6.76,0.5031446540880505,0.5416666666666665,31.2,33,89.79499999999999,61.41,300.42,78.78,126.45299999999999,300.68,81.81,74.785,300.55,83.16,72.124,300.14,82.22,26950.173349999997
sj,41.0,0.3002441008950366,0.4423076923076923,0.08708272859216244,0.12820512820512822,0.3031987631827749,70.29,173.21,0.8338886244645493,296.79,0.342766042247908,0.9259259259259249,26.0,80.08,70.29,2.64,0.8268402412175746,7.3,0.6289308176100624,0.763888888888889,44.4,52,142.334,89.79499999999999,300.13,84.44,61.41,300.42,78.78,126.45299999999999,300.68,81.81,74.785,300.55,83.16,42779.90704
sj,42.0,0.2676973148901546,0.40384615384615385,0.4063860667634248,0.4102564102564102,0.3815722581015405,99.33,216.78,0.5863874345549774,296.44,0.3188521323236345,0.8425925925925938,182.0,83.58,99.33,1.84,0.6085957691203215,6.43,0.37735849056603776,0.6944444444444445,6.3,56,181.545,142.334,300.56,80.08,89.79499999999999,300.13,84.44,61.41,300.42,78.78,126.45299999999999,300.68,81.81,54369.0966
sj,43.0,0.5117982099267697,0.6346153846153846,0.7547169811320746,0.6153846153846153,0.6085771442715746,80.85,220.74,0.6625416468348406,296.3,0.27102431247509207,0.7314814814814786,27.34,82.23,80.85,3.34,0.6736862257107303,5.89,0.5717552887364203,0.847222222222222,8.7,70,178.773,181.545,299.48,83.58,142.334,300.56,80.08,89.79499999999999,300.13,84.44,61.41,300.42,78.78,53562.178530000005
sj,44.0,0.5117982099267697,0.576923076923077,0.6966618287372995,0.4102564102564102,0.5921140728537274,0.78,233.02,0.7977153736316125,296.1,0.27102431247509207,0.8888888888888901,7.27,77.53,0.78,2.7,0.8057815640853836,5.81,0.5717552887364203,0.9166666666666664,0.0,112,163.348,178.773,299.61,82.23,181.545,299.48,83.58,142.334,300.56,80.08,89.79499999999999,300.13,84.44,49066.47224
sj,45.0,0.4304312449145647,0.4807692307692307,0.4063860667634248,0.3333333333333333,0.41125216150272975,2.08,138.1,0.7101380295097579,295.7,0.2391390992427259,0.9351851851851863,9.5,77.31,2.08,2.04,0.6813439264860723,6.11,0.37735849056603776,0.847222222222222,27.1,70,97.29399999999998,163.348,300.38,77.53,178.773,299.61,82.23,181.545,299.48,83.58,142.334,300.56,80.08,29191.118819999992
sj,46.0,0.4141578519121237,0.4807692307692307,0.26124818577648734,0.12820512820512822,0.2725913628002984,18.83,115.42,0.6530223702998659,295.35,0.29493822239936557,0.8703703703703674,9.0,77.16,18.83,2.24,0.6047669187326505,7.4,0.5717552887364203,0.6944444444444445,34.6,47,86.443,97.29399999999998,300.03,77.31,163.348,300.38,77.53,178.773,299.61,82.23,181.545,299.48,83.58,25906.10267
sj,47.0,0.5117982099267697,0.05769230769230769,0.4063860667634248,0.2564102564102564,0.45646763934047924,50.55,147.98,0.6035221323179428,296.31,0.23116779593463774,0.8796296296296287,40.5,82.77,50.55,1.8,0.6028524935388148,6.0,0.37735849056603776,0.847222222222222,6.1,48,118.75099999999998,86.443,299.69,77.16,97.29399999999998,300.03,77.31,163.348,300.38,77.53,178.773,299.61,82.23,35564.73699
sj,48.0,0.6582587469487388,0.5576923076923077,0.31930333817126233,0.4102564102564102,0.5144362006709271,4.76,102.34,0.6358876725368896,296.34,0.2391390992427259,0.8703703703703674,42.9,82.27,4.76,2.2,0.5894515171819665,5.67,0.3201829616923957,0.847222222222222,81.8,49,73.06599999999999,118.75099999999998,299.49,82.77,86.443,299.69,77.16,97.29399999999998,300.03,77.31,163.348,300.38,77.53,21892.03492
sj,49.0,0.3978844589096826,0.38461538461538464,0.8417997097242369,0.6666666666666666,0.6048671563464258,3.01,135.57,0.599714421703953,295.58,0.19131127939418344,0.8981481481481461,14.7,79.4,3.01,1.87,0.47650043074566895,6.61,0.445969125214408,0.763888888888889,39.9,66,95.80199999999999,73.06599999999999,299.62,82.27,118.75099999999998,299.49,82.77,86.443,299.69,77.16,97.29399999999998,300.03,77.31,28688.866919999997
sj,50.0,0.5117982099267697,0.17307692307692307,0.49346879535558724,0.48717948717948717,0.5051612308580555,0.0,115.18,0.759638267491681,295.15,0.24711040255081856,0.9537037037037037,0.6,74.28,0.0,2.67,0.4937302574901889,8.26,0.5031446540880505,0.5416666666666665,0.0,56,80.626,95.80199999999999,299.46,79.4,73.06599999999999,299.62,82.27,118.75099999999998,299.49,82.77,86.443,299.69,77.16,24198.28138
sj,51.0,0.5117982099267697,0.25,0.5805515239477497,0.4615384615384615,0.51350870368964,0.0,120.72,0.6282722513089097,294.8,0.2152251893184569,0.8888888888888901,3.9,74.8,0.0,2.47,0.45735617880731316,7.3,0.5031446540880505,0.6111111111111109,1.5,61,84.50399999999999,80.626,300.13,74.28,95.80199999999999,299.46,79.4,73.06599999999999,299.62,82.27,118.75099999999998,299.49,82.77,25320.778559999995
sj,52.0,0.4141578519121237,0.40384615384615385,0.43541364296081225,0.4615384615384615,0.37415228225124314,22.52,156.89,0.5578296049500314,295.35,0.22319649262654506,0.8425925925925938,16.3,79.47,22.52,2.57,0.484158131521011,7.57,0.445969125214408,0.6111111111111109,17.3,67,116.57899999999998,84.50399999999999,299.64,74.8,80.626,300.13,74.28,95.80199999999999,299.46,79.4,73.06599999999999,299.62,82.27,34881.602589999995
sj,1.0,0.3816110659072416,0.34615384615384615,0.17416545718432488,0.07692307692307691,0.363254192721119,38.34,56.98,0.5578296049500314,295.64,0.2789956157831802,0.7129629629629611,27.24,80.3,38.34,2.86,0.6181678950894994,7.3,0.5717552887364203,0.6111111111111109,23.85,64,51.388,116.57899999999998,299.21,79.47,84.50399999999999,299.64,74.8,80.626,300.13,74.28,95.80199999999999,299.46,79.4,15347.026199999998
sj,2.0,0.3816110659072416,0.3076923076923077,0.46444121915819975,0.20512820512820512,0.4856837942510249,10.59,145.3,0.5007139457401285,295.03,0.14348345954563643,0.8055555555555537,44.4,79.63,10.59,2.16,0.41715324973676643,6.14,0.445969125214408,0.6944444444444445,33.3,68,104.88700000000001,51.388,298.65,80.3,116.57899999999998,299.21,79.47,84.50399999999999,299.64,74.8,80.626,300.13,74.28,31343.382210000003
sj,3.0,0.2676973148901546,0.23076923076923078,0.4063860667634248,0.38461538461538464,0.2888225599728238,106.97,210.09,0.2532127558305567,294.85,0.10362694300518212,0.7314814814814786,53.2,84.69,106.97,1.89,0.13573274624294054,5.86,0.1829616923956544,0.388888888888889,152.4,49,179.154,104.88700000000001,298.83,79.63,51.388,298.65,80.3,116.57899999999998,299.21,79.47,84.50399999999999,299.64,74.8,53318.02194
sj,4.0,0.5931651749389747,0.3076923076923077,0.5515239477503622,0.358974358974359,0.34238551064215766,0.0,92.0,0.46454069490719185,294.51,0.13551215623754828,0.7685185185185187,8.4,78.18,0.0,2.4,0.27357136019910006,6.49,0.1829616923956544,0.4583333333333335,4.8,50,64.39999999999999,179.154,297.61,84.69,104.88700000000001,298.83,79.63,51.388,298.65,80.3,116.57899999999998,299.21,79.47,19230.483999999997
sj,5.0,0.5117982099267697,0.34615384615384615,0.26124818577648734,0.20512820512820512,0.7268330093856883,7.72,122.75,0.4759638267491724,294.19,0.13551215623754828,0.7870370370370362,16.3,76.26,7.72,2.34,0.4516129032258063,7.26,0.37735849056603776,0.6111111111111109,1.3,56,88.241,64.39999999999999,298.61,78.18,179.154,297.61,84.69,104.88700000000001,298.83,79.63,51.388,298.65,80.3,26356.70429
sj,6.0,0.21887713588283156,0.15384615384615385,0.2031930333817124,0.12820512820512822,0.45716326207644464,0.0,153.28,0.4664445502141868,293.97,0.19131127939418344,0.7500000000000013,8.6,75.78,0.0,3.27,0.4611850291949842,8.11,0.445969125214408,0.4583333333333335,0.0,75,107.29599999999999,88.241,298.69,76.26,64.39999999999999,298.61,78.18,179.154,297.61,84.69,104.88700000000001,298.83,79.63,32036.439679999996
sj,7.0,0.49552481692432865,0.36538461538461536,0.34833091436864977,0.3333333333333333,0.4796550638726584,142.6,262.11,0.5502141837220407,295.63,0.26305300916699936,0.7592592592592574,18.5,81.61,142.6,2.96,0.5894515171819665,6.9,0.5031446540880505,0.6944444444444445,79.2,63,226.257,107.29599999999999,298.58,75.78,88.241,298.69,76.26,64.39999999999999,298.61,78.18,179.154,297.61,84.69,67664.41842
sj,8.0,0.5117982099267697,0.40384615384615385,0.5224963715529747,0.48717948717948717,0.4175127661264182,0.0,131.15,0.2817705854355027,291.9,0.10362694300518212,0.7129629629629611,3.1,70.7,0.0,2.24,0.04384033693883398,6.09,0.12578616352201233,0.30555555555555547,8.7,62,91.80499999999999,226.257,299.06,81.61,107.29599999999999,298.58,75.78,88.241,298.69,76.26,64.39999999999999,298.61,78.18,27320.249949999994
sj,9.0,0.5443449959316518,0.40384615384615385,0.5224963715529747,0.2564102564102564,0.5411017388829331,0.0,81.18,0.5273679200380795,294.11,0.13551215623754828,0.8611111111111113,1.1,75.02,0.0,2.29,0.3999234229922465,7.94,0.37735849056603776,0.4583333333333335,6.4,41,56.826,91.80499999999999,297.59,70.7,226.257,299.06,81.61,107.29599999999999,298.58,75.78,88.241,298.69,76.26,16984.72314
sj,10.0,0.3978844589096826,0.4423076923076923,0.31930333817126233,0.28205128205128205,0.38412287480008017,0.0,107.32,0.2722513089005279,293.5,0.1753686727780026,0.6018518518518512,10.3,77.92,0.0,2.84,0.27357136019910006,7.26,0.5031446540880505,0.4583333333333335,7.0,50,75.124,56.826,298.89,75.02,91.80499999999999,297.59,70.7,226.257,299.06,81.61,107.29599999999999,298.58,75.78,22361.40984
sj,11.0,0.5117982099267697,0.40384615384615385,0.2322206095790999,0.28205128205128205,0.4219183767875322,0.0,73.26,0.3864826273203228,294.7,0.18333997608609076,0.666666666666665,42.78,80.78,0.0,2.23,0.31185986407581096,6.9,0.5031446540880505,0.4583333333333335,15.1,34,51.282000000000004,75.124,297.66,77.92,56.826,298.89,75.02,91.80499999999999,297.59,70.7,226.257,299.06,81.61,15296.39496
sj,12.0,0.3978844589096826,0.4230769230769231,0.43541364296081225,0.4102564102564102,0.486843165477634,0.0,59.54,0.3826749167063329,292.91,0.11956954962136294,0.7129629629629611,0.6,72.64,0.0,2.51,0.13573274624294054,7.01,0.12578616352201233,0.388888888888889,27.7,31,41.678,51.282000000000004,298.28,80.78,75.124,297.66,77.92,56.826,298.89,75.02,91.80499999999999,297.59,70.7,12427.54604
sj,13.0,0.5117982099267697,0.38461538461538464,0.3773584905660373,0.3076923076923077,0.36186294724918816,0.0,74.14,0.4378867206092408,294.1,0.14348345954563643,0.7407407407407399,21.0,76.68,0.0,2.56,0.3922657222169044,6.9,0.37735849056603776,0.6111111111111109,16.5,38,51.897999999999996,41.678,298.18,72.64,51.282000000000004,298.28,80.78,75.124,297.66,77.92,56.826,298.89,75.02,15491.552999999998
sj,14.0,0.4141578519121237,0.3076923076923077,0.26124818577648734,0.20512820512820512,0.2637801414780703,72.98,131.04,0.3484055211803912,294.63,0.1753686727780026,0.7407407407407399,41.2,81.41,72.98,2.53,0.29271561213745584,6.2,0.445969125214408,0.5416666666666665,15.5,30,113.622,51.897999999999996,298.5,76.68,41.678,298.18,72.64,51.282000000000004,298.28,80.78,75.124,297.66,77.92,33863.90088
sj,15.0,0.3816110659072416,0.38461538461538464,0.11611030478954995,0.12820512820512822,0.36186294724918816,12.01,75.87,0.35030937648738614,294.22,0.1514547628537291,0.6574074074074088,19.0,80.19,12.01,3.0,0.3539772183401935,6.36,0.445969125214408,0.5416666666666665,10.7,32,56.712,113.622,298.04,81.41,51.897999999999996,298.5,76.68,41.678,298.18,72.64,51.282000000000004,298.28,80.78,16892.80344
sj,16.0,0.3490642799023596,0.40384615384615385,0.14513788098693742,0.20512820512820512,0.2494039382681192,0.0,59.23,0.4226558781532595,294.97,0.14348345954563643,0.7407407407407399,23.9,81.15,0.0,2.16,0.526275485785393,6.11,0.6975414522584331,0.6111111111111109,7.9,26,41.461,56.712,297.87,80.19,113.622,298.04,81.41,51.897999999999996,298.5,76.68,41.678,298.18,72.64,12374.86467
sj,17.0,0.4141578519121237,0.4230769230769231,0.2322206095790999,0.2564102564102564,0.33009617564010274,22.22,84.86,0.2722513089005279,293.54,0.07174172977282048,0.7129629629629611,24.3,77.71,22.22,2.16,0.2716569350052649,5.86,0.1829616923956544,0.5416666666666665,73.4,30,66.068,41.461,298.47,81.15,56.712,297.87,80.19,113.622,298.04,81.41,51.897999999999996,298.5,76.68,19671.08632
sj,18.0,0.47925142392188763,0.34615384615384615,0.46444121915819975,0.4102564102564102,0.44185956188520625,71.64,137.47,0.6625416468348406,295.83,0.20725388601036424,0.8981481481481461,11.7,80.07,71.64,2.36,0.5147889346223798,6.9,0.37735849056603776,0.6944444444444445,16.3,36,117.721,66.068,297.74,77.71,41.461,298.47,81.15,56.712,297.87,80.19,113.622,298.04,81.41,35265.67997
sj,19.0,0.5117982099267697,0.4423076923076923,0.29027576197387484,0.17948717948717946,0.3363567802637911,0.0,66.65,0.5578296049500314,294.83,0.19131127939418344,0.8518518518518499,17.6,77.33,0.0,2.19,0.49947353307169506,6.2,0.37735849056603776,0.6111111111111109,6.9,35,46.655,117.721,299.57,80.07,66.068,297.74,77.71,41.461,298.47,81.15,56.712,297.87,80.19,13955.91015
sj,20.0,0.5117982099267697,0.3269230769230769,0.2031930333817124,0.12820512820512822,0.45554014235919205,55.76,149.03,0.5787720133269867,295.11,0.3188521323236345,0.7500000000000013,10.3,78.4,55.76,3.63,0.5664784148559396,7.01,0.6975414522584331,0.6111111111111109,7.1,46,121.04899999999999,46.655,299.13,77.33,117.721,299.57,80.07,66.068,297.74,77.71,41.461,298.47,81.15,36217.860799999995
sj,21.0,0.3002441008950366,0.3076923076923077,0.29027576197387484,0.3076923076923077,0.1789141676902945,56.4,144.22,0.7101380295097579,297.06,0.3188521323236345,0.8611111111111113,53.7,84.07,56.4,2.83,0.713889154781277,6.97,0.7547169811320752,0.763888888888889,59.1,48,117.874,121.04899999999999,299.2,78.4,46.655,299.13,77.33,117.721,299.57,80.07,66.068,297.74,77.71,35364.557479999996
sj,22.0,0.3816110659072416,0.3269230769230769,0.29027576197387484,0.28205128205128205,0.4168171433904528,15.86,99.76,0.6815801999048119,297.02,0.27102431247509207,0.9166666666666636,59.4,84.64,15.86,2.19,0.7253757059442901,5.66,0.37735849056603776,0.9166666666666664,13.8,44,74.58999999999999,117.874,300.02,84.07,121.04899999999999,299.2,78.4,46.655,299.13,77.33,117.721,299.57,80.07,22365.065599999994
sj,23.0,0.23515052888527255,0.38461538461538464,0.26124818577648734,0.17948717948717946,0.23108587288769764,8.19,100.92,0.6568300809138558,296.35,0.19928258270227156,0.8888888888888901,35.8,82.46,8.19,2.33,0.7043170288120991,6.2,0.5031446540880505,0.847222222222222,10.5,51,73.10099999999998,74.58999999999999,299.84,84.64,117.874,300.02,84.07,121.04899999999999,299.2,78.4,46.655,299.13,77.33,21902.521619999996
sj,24.0,0.49552481692432865,0.4807692307692307,0.5224963715529747,0.5897435897435899,0.3725291625339906,86.21,204.57,0.8529271775345096,297.45,0.30290952570745366,0.9907407407407386,20.7,82.31,86.21,2.43,0.8134392648607257,6.99,0.5717552887364203,0.847222222222222,38.6,59,169.06199999999998,73.10099999999998,299.62,82.46,74.58999999999999,299.84,84.64,117.874,300.02,84.07,121.04899999999999,299.2,78.4,50847.08712
sj,25.0,0.4141578519121237,0.34615384615384615,0.43541364296081225,0.3333333333333333,0.47803194415540584,49.52,188.2,0.7996192289386075,296.44,0.32682343563172717,0.9629629629629598,15.4,78.53,49.52,2.39,0.7502632334641528,6.53,0.5717552887364203,0.847222222222222,23.4,71,146.59599999999998,169.06199999999998,300.76,82.31,73.10099999999998,299.62,82.46,74.58999999999999,299.84,84.64,117.874,300.02,84.07,44055.029919999986
sj,26.0,0.3653376729048006,0.28846153846153844,0.2322206095790999,0.2564102564102564,0.22528901675465285,72.08,269.86,0.6834840552118069,297.0,0.27102431247509207,0.9074074074074076,71.33,84.03,72.08,2.36,0.7713219105963438,6.74,0.5031446540880505,0.847222222222222,20.6,102,210.52599999999998,146.59599999999998,300.52,78.53,169.06199999999998,300.76,82.31,73.10099999999998,299.62,82.46,74.58999999999999,299.84,84.64,63145.168439999994
sj,27.0,0.4141578519121237,0.4423076923076923,0.31930333817126233,0.28205128205128205,0.6078815215356093,20.06,283.15,0.8300809138505593,296.85,0.30290952570745366,0.9722222222222212,33.31,80.09,20.06,2.3,0.8478989183497655,5.86,0.5031446540880505,1.0,0.0,128,204.22299999999998,210.52599999999998,299.94,84.03,146.59599999999998,300.52,78.53,169.06199999999998,300.76,82.31,73.10099999999998,299.62,82.46,61389.4338
sj,28.0,0.25142392188771356,0.36538461538461536,0.3773584905660373,0.3076923076923077,0.5360005054858538,54.05,306.34,0.7767729652546463,296.92,0.3188521323236345,0.9259259259259249,45.31,81.29,54.05,2.3,0.8057815640853836,6.74,0.5717552887364203,0.6944444444444445,11.7,127,230.65299999999996,204.22299999999998,300.6,80.09,210.52599999999998,299.94,84.03,146.59599999999998,300.52,78.53,169.06199999999998,300.76,82.31,69299.69384999998
sj,29.0,0.3490642799023596,0.34615384615384615,0.058055152394774975,0.05128205128205129,0.7931490435477209,10.42,310.04,0.7805806758686363,296.29,0.31088082901554637,0.8888888888888901,30.86,78.99,10.42,2.71,0.8057815640853836,7.07,0.6289308176100624,0.847222222222222,62.5,150,220.154,230.65299999999996,300.45,81.29,204.22299999999998,300.6,80.09,210.52599999999998,299.94,84.03,146.59599999999998,300.52,78.53,66121.05235999999
sj,30.0,0.3978844589096826,0.4615384615384615,0.34833091436864977,0.28205128205128205,1.0,68.74,453.85,0.6720609233698263,296.5,0.26305300916699936,0.8888888888888901,93.68,82.21,68.74,1.89,0.6468842729970324,6.69,0.445969125214408,0.847222222222222,81.9,191,338.317,220.154,300.34,78.99,230.65299999999996,300.45,81.29,204.22299999999998,300.6,80.09,210.52599999999998,299.94,84.03,101434.20294
sj,31.0,0.5280716029292107,0.5,0.6095791001451372,0.5128205128205129,0.9909377748072092,16.03,507.6075000000011,0.7006187529747832,297.04,0.24711040255081856,0.9259259259259249,107.87,83.74,16.03,2.04,0.7828084617593568,5.73,0.445969125214408,0.847222222222222,20.5,236,360.13425000000075,338.317,299.82,82.21,220.154,300.34,78.99,230.65299999999996,300.45,81.29,204.22299999999998,300.6,80.09,108061.88305500023
sj,32.0,0.3490642799023596,0.36538461538461536,0.34833091436864977,0.2564102564102564,1.0,25.79,507.6075000000011,0.8624464540694953,297.13,0.342766042247908,0.9351851851851863,27.7,81.22,25.79,2.91,0.8191825404422326,6.19,0.5031446540880505,0.9166666666666664,6.2,236,363.06225000000074,360.13425000000075,300.06,83.74,338.317,299.82,82.21,220.154,300.34,78.99,230.65299999999996,300.45,81.29,109158.29608500023
sj,33.0,0.3816110659072416,0.4230769230769231,0.3773584905660373,0.3076923076923077,0.9737790806533967,38.44,507.6075000000011,0.8110423607805881,297.46,0.33479473893981987,0.9629629629629598,55.9,82.8,38.44,2.27,0.9359624772662011,6.34,0.5717552887364203,0.9166666666666664,3.8,236,366.8572500000007,363.06225000000074,300.66,81.22,360.13425000000075,300.06,83.74,338.317,299.82,82.21,220.154,300.34,78.99,110302.96935750022
sj,34.0,0.47925142392188763,0.36538461538461536,0.34833091436864977,0.3076923076923077,1.0,24.34,458.81,0.759638267491681,297.47,0.32682343563172717,0.9629629629629598,63.2,84.2,24.34,1.73,0.962764429979899,6.41,0.5717552887364203,1.0,20.4,220,328.469,366.8572500000007,300.67,82.8,363.06225000000074,300.66,81.22,360.13425000000075,300.06,83.74,338.317,299.82,82.21,98662.23353
sj,35.0,0.3490642799023596,0.40384615384615385,0.26124818577648734,0.358974358974359,0.8552913412939611,96.58,502.14,0.8034269395525974,297.4,0.33479473893981987,0.9444444444444424,98.3,83.45,96.58,2.67,0.738776682301139,6.83,0.6975414522584331,0.763888888888889,146.4,204,380.472,328.469,300.37,84.2,366.8572500000007,300.67,82.8,363.06225000000074,300.66,81.22,360.13425000000075,300.06,83.74,114320.42184000001
sj,36.0,0.3653376729048006,0.34615384615384615,0.29027576197387484,0.2564102564102564,0.874305029410348,47.74,408.64,0.8281770585435535,297.33,0.3587086488640888,0.9166666666666636,52.5,82.19,47.74,2.9,0.8766152962572993,7.13,0.6975414522584331,0.6944444444444445,27.4,181,300.36999999999995,380.472,300.47,83.45,328.469,300.37,84.2,366.8572500000007,300.67,82.8,363.06225000000074,300.66,81.22,90318.25529999999
sj,37.0,0.4141578519121237,0.36538461538461536,0.26124818577648734,0.17948717948717946,0.4546126453779049,72.73,268.69,0.731080437886724,297.16,0.24711040255081856,0.9444444444444424,73.6,84.0,72.73,2.03,0.7942950129223699,6.84,0.5031446540880505,0.9166666666666664,61.3,99,209.902,300.36999999999995,300.69,82.19,380.472,300.47,83.45,328.469,300.37,84.2,366.8572500000007,300.67,82.8,63002.08529999999
sj,38.0,0.5117982099267697,0.3269230769230769,0.29027576197387484,0.23076923076923078,0.5411017388829331,35.03,142.73,0.8091385054735931,297.28,0.32682343563172717,0.9537037037037037,33.83,82.33,35.03,2.19,0.8708720206757924,6.99,0.7547169811320752,0.9166666666666664,39.7,54,110.41999999999999,209.902,300.15,84.0,300.36999999999995,300.69,82.19,380.472,300.47,83.45,328.469,300.37,84.2,33191.14779999999
sj,39.0,0.3816110659072416,0.34615384615384615,0.49346879535558724,0.4102564102564102,0.5436523555814728,82.87,248.12,0.7291765825797292,297.06,0.2550817058589112,0.9537037037037037,55.8,83.33,82.87,1.86,0.6870872020675792,6.23,0.5031446540880505,0.9166666666666664,123.6,80,198.545,110.41999999999999,300.59,82.33,209.902,300.15,84.0,300.36999999999995,300.69,82.19,380.472,300.47,83.45,59589.310849999994
sj,40.0,0.3002441008950366,0.3269230769230769,0.29027576197387484,0.3076923076923077,0.44185956188520625,180.49650000000017,429.74,0.8376963350785391,296.54,0.3188521323236345,0.9259259259259249,124.4,78.78,179.61292500000013,2.8,0.713889154781277,6.29,0.5717552887364203,0.847222222222222,24.7,102,354.7018775,198.545,300.13,83.33,110.41999999999999,300.59,82.33,209.902,300.15,84.0,300.36999999999995,300.69,82.19,106623.38437650002
